"relevance","doc_type_ai","doc_type_pages","page_count","doi","plant_host","fungal_taxon","tissue","presence_absence","primary_guild","interaction_notes","biome","country","data_source","source_file","relevance_raw","doc_type_ai_raw","doc_type_ai_clean","presence_absence_clean","doi_clean","page_count_clean","paper_id","interaction_id","fungal_taxon_raw","fungal_taxon_resolved","fungal_taxon_status","fungal_taxon_resolution_method","fungal_taxon_confidence","fungal_taxon_accepted_ids","fungal_taxon_kingdom","fungal_taxon_phylum","fungal_taxon_class","plant_host_raw","plant_host_resolved","plant_host_status","plant_host_resolution_method","plant_host_confidence","plant_host_accepted_ids","plant_host_kingdom","plant_host_phylum","plant_host_class" 
"Relevant","abstract","abstract","0","10.1007/s10600-024-04340-4","not mentioned","aspergillus niger pas67","culture extract","present","NA","isolated from aspergillus niger pas67 for antibacterial properties testing against mrsa","NA","niger","abstract-csv","doi_10.1007_s10600-024-04340-4","Relevant","Abstract","Abstract","Uncertain","10.1007/s10600-024-04340-4","0","doi:10.1007/s10600-024-04340-4","int_aca4bc12916fee8b","aspergillus niger pas67","aspergillus niger","Resolved","exact_accepted","1.00","3465658","Fungi","ascomycota","eurotiomycetes","not mentioned","","Unresolved","none","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.1016/j.phytol.2022.03.014","actinidia deliciosa (kiwi)","fusarium tricinctum","endophytic","present","endophyte","isolated from the kiwi endophytic fungus.","NA","NA","abstract-csv","doi_10.1016_j.phytol.2022.03.014","Relevant","Abstract","Abstract","Uncertain","10.1016/j.phytol.2022.03.014","0","doi:10.1016/j.phytol.2022.03.014","int_95d0854e07084d97","fusarium tricinctum","fusarium tricinctum","Resolved","exact_accepted","1.00","5251607","Fungi","ascomycota","sordariomycetes","actinidia deliciosa (kiwi)","actinidia chinensis deliciosa","Resolved","synonym_map","0.95","6550091","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1080/10286020.2014.980240","NA","gliomastix murorum","NA","present","endophyte","isolated from fermentation products","NA","NA","abstract-csv","doi_10.1080_10286020.2014.980240","Relevant","Abstract","Abstract","Uncertain","10.1080/10286020.2014.980240","0","doi:10.1080/10286020.2014.980240","int_a24ce3ba75f5a967","gliomastix murorum","acremonium murorum","Resolved","synonym_map","0.95","3450284","Fungi","ascomycota","sordariomycetes","NA","","Unresolved","none","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.1007/s10600-024-04511-3","unknown desert plant","neocamarosporum sp.","NA","present","endophyte","isolated from fermentation broth","desert","NA","abstract-csv","doi_10.1007_s10600-024-04511-3","Relevant","Abstract","Abstract","Uncertain","10.1007/s10600-024-04511-3","0","doi:10.1007/s10600-024-04511-3","int_ead3e47f207f8405","neocamarosporum sp.","","Unresolved","no_match","0.00","","","NA","NA","unknown desert plant","","Unresolved","no_match","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.3390/md19080438","mangrove (unspecified species)","chaetomium globosum kz-19","associated","present","NA","isolated from a mangrove-associated fungus.","mangrove","NA","abstract-csv","doi_10.3390_md19080438","Relevant","Abstract","Abstract","Uncertain","10.3390/md19080438","0","doi:10.3390/md19080438","int_c2e720a34b6f376b","chaetomium globosum kz-19","chaetomium globosum","Resolved","exact_accepted","1.00","2573741","Fungi","ascomycota","sordariomycetes","mangrove (unspecified species)","rhizophoraceae","Resolved","family_exact","0.50","6671","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1002/mrc.5098","NA","alternaria oxytropis","NA","present","endophyte","the fungus was isolated from the plant host.","NA","NA","abstract-csv","doi_10.1002_mrc.5098","Relevant","Abstract","Abstract","Uncertain","10.1002/mrc.5098","0","doi:10.1002/mrc.5098","int_8d589ebe235dfd9d","alternaria oxytropis","alternaria oxytropis","Resolved","exact_accepted","1.00","8146654","Fungi","ascomycota","dothideomycetes","NA","","Unresolved","none","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.1007/s12272-001-1201-x","knema laurina (blume) warb.","endophytic fungus belonging to order hypocreales","stem","present","endophyte","isolated from twig","NA","NA","abstract-csv","doi_10.1007_s12272-001-1201-x","Relevant","Abstract","Abstract","Uncertain","10.1007/s12272-001-1201-x","0","doi:10.1007/s12272-001-1201-x","int_bd740fb7b59c9ec9","endophytic fungus belonging to order hypocreales","","Unresolved","descriptor_non_taxon","0.00","","","NA","NA","knema laurina (blume) warb.","knema laurina","Resolved","exact_accepted","1.00","7333634","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1007/s12272-001-1201-x","knema laurina (blume) warb.","klar 5","stem","present","endophyte","isolated from twig","NA","NA","abstract-csv","doi_10.1007_s12272-001-1201-x","Relevant","Abstract","Abstract","Uncertain","10.1007/s12272-001-1201-x","0","doi:10.1007/s12272-001-1201-x","int_d757a77fc0eb4b89","klar 5","","Unresolved","no_match","0.00","","","NA","NA","knema laurina (blume) warb.","knema laurina","Resolved","exact_accepted","1.00","7333634","Plantae","tracheophyta","magnoliopsida"
"Relevant","full-text","full-text","8","10.1007/s00449-019-02169-8","gynostemma pentaphyllum","chaetomium globosum cgmcc 6882","herb","present","endophyte","co-culture of endophytic fungus with its host plant to produce antibacterial polysaccharide.","NA","china","full-text","doi_10.1007_s00449-019-02169-8","Relevant","Full-Text","Full-Text","Uncertain","10.1007/s00449-019-02169-8","8","doi:10.1007/s00449-019-02169-8","int_41db998b10eedff6","chaetomium globosum cgmcc 6882","chaetomium globosum","Resolved","exact_accepted","1.00","2573741","Fungi","ascomycota","sordariomycetes","gynostemma pentaphyllum","gynostemma pentaphyllum","Resolved","exact_accepted","1.00","7317960","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1016/j.bcab.2019.101043","not specified in the abstract","['fusarium solani'","NA","present","endophyte","isolated from healthy plants","NA","NA","abstract-csv","doi_10.1016_j.bcab.2019.101043","Relevant","Abstract","Abstract","Uncertain","10.1016/j.bcab.2019.101043","0","doi:10.1016/j.bcab.2019.101043","int_6eeec512e36511d7","['fusarium solani'","fusarium solani","Resolved","exact_accepted","1.00","9581851","Fungi","ascomycota","sordariomycetes","not specified in the abstract","","Unresolved","empty","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.1016/j.bcab.2019.101043","not specified in the abstract","'cephalosporium']","NA","present","endophyte","isolated from healthy plants","NA","NA","abstract-csv","doi_10.1016_j.bcab.2019.101043","Relevant","Abstract","Abstract","Uncertain","10.1016/j.bcab.2019.101043","0","doi:10.1016/j.bcab.2019.101043","int_a79526c9c6b3031a","'cephalosporium']","cephalosporium","Resolved","genus_exact","0.70","7256201","Fungi","ascomycota","sordariomycetes","not specified in the abstract","","Unresolved","empty","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.21577/1984-6835.20190015","bauhinia guianensis","scedosporium apiospermum","NA","present","endophyte","isolated from surface-sterilized roots","forest","NA","abstract-csv","doi_10.21577_1984-6835.20190015","Relevant","Abstract","Abstract","Uncertain","10.21577/1984-6835.20190015","0","doi:10.21577/1984-6835.20190015","int_63073abc7481ba91","scedosporium apiospermum","pseudallescheria boydii","Resolved","synonym_map","0.95","2564942","Fungi","ascomycota","sordariomycetes","bauhinia guianensis","schnella guianensis","Resolved","synonym_map","0.95","4929144","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1016/j.phytochem.2011.04.014","aegiceras corniculatum","emericella sp.","NA","present","endophyte","isolated from the mangrove plant aegiceras corniculatum","mangrove","NA","abstract-csv","doi_10.1016_j.phytochem.2011.04.014","Relevant","Abstract","Abstract","Uncertain","10.1016/j.phytochem.2011.04.014","0","doi:10.1016/j.phytochem.2011.04.014","int_563adf2ec360fee7","emericella sp.","emericella","Resolved","genus_exact","0.70","2598246","Fungi","ascomycota","eurotiomycetes","aegiceras corniculatum","aegiceras corniculatum","Resolved","exact_accepted","1.00","3721362","Plantae","tracheophyta","magnoliopsida"
"Relevant","full-text","abstract","0","10.1016/j.ejbt.2022.05.001","rumex nervosus","penicillium commune","NA","present","endophyte","isolated from the medicinal plant rumex nervosus","NA","saudi arabia","abstract-csv","doi_10.1016_j.ejbt.2022.05.001","Relevant","Full-Text","Full-Text","Uncertain","10.1016/j.ejbt.2022.05.001","0","doi:10.1016/j.ejbt.2022.05.001","int_930d647fbcfb798a","penicillium commune","penicillium commune","Resolved","exact_accepted","1.00","2597910","Fungi","ascomycota","eurotiomycetes","rumex nervosus","rumex nervosus","Resolved","exact_accepted","1.00","4038018","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1016/j.ygeno.2024.110925","solanum lycopersicum (tomato)","fusarium lateritium fl617","NA","present","endophyte","promotes disease resistance in tomato","NA","NA","abstract-csv","doi_10.1016_j.ygeno.2024.110925","Relevant","Abstract","Abstract","Uncertain","10.1016/j.ygeno.2024.110925","0","doi:10.1016/j.ygeno.2024.110925","int_9ff7c16531b9dc8c","fusarium lateritium fl617","fusarium lateritium","Resolved","exact_accepted","1.00","9157811","Fungi","ascomycota","sordariomycetes","solanum lycopersicum (tomato)","solanum lycopersicum","Resolved","exact_accepted","1.00","2930137","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1016/j.phytochem.2021.112701","arabidopsis thaliana (brassicaceae)","chaetomium globosum (chaetomiaceae)","NA","present","endophyte","isolated from endophytic fungus","desert","NA","abstract-csv","doi_10.1016_j.phytochem.2021.112701","Relevant","Abstract","Abstract","Uncertain","10.1016/j.phytochem.2021.112701","0","doi:10.1016/j.phytochem.2021.112701","int_33f9d4a4ea01f837","chaetomium globosum (chaetomiaceae)","chaetomium globosum","Resolved","exact_accepted","1.00","2573741","Fungi","ascomycota","sordariomycetes","arabidopsis thaliana (brassicaceae)","arabidopsis thaliana","Resolved","exact_accepted","1.00","3052436","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1021/acs.jafc.3c05815","arabidopsis thaliana","bipolaris victoriae s27","NA","present","endophyte","isolated from endophytic fungus bipolaris victoriae s27. some compounds suppress growth, while others promote it.","NA","NA","abstract-csv","doi_10.1021_acs.jafc.3c05815","Relevant","Abstract","Abstract","Uncertain","10.1021/acs.jafc.3c05815","0","doi:10.1021/acs.jafc.3c05815","int_d59b41719d56aa2a","bipolaris victoriae s27","bipolaris victoriae","Resolved","exact_accepted","1.00","2615916","Fungi","ascomycota","dothideomycetes","arabidopsis thaliana","arabidopsis thaliana","Resolved","exact_accepted","1.00","3052436","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1016/j.funeco.2017.11.001","stipa krylovii","marasmius","root","present","endophyte","isolated from roots. pyrosequencing was used for identification.","grassland","china","abstract-csv","doi_10.1016_j.funeco.2017.11.001","Relevant","Abstract","Abstract","Uncertain","10.1016/j.funeco.2017.11.001","0","doi:10.1016/j.funeco.2017.11.001","int_adb0738259c855b2","marasmius","marasmius","Resolved","genus_exact","0.70","2526678","Fungi","basidiomycota","agaricomycetes","stipa krylovii","stipa krylovii","Resolved","exact_accepted","1.00","2704472","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.1016/j.funeco.2017.11.001","stipa krylovii","fusarium","root","present","endophyte","isolated from roots. pyrosequencing was used for identification.","grassland","china","abstract-csv","doi_10.1016_j.funeco.2017.11.001","Relevant","Abstract","Abstract","Uncertain","10.1016/j.funeco.2017.11.001","0","doi:10.1016/j.funeco.2017.11.001","int_f569a661c524e348","fusarium","fusarium","Resolved","genus_exact","0.70","2554026","Fungi","ascomycota","sordariomycetes","stipa krylovii","stipa krylovii","Resolved","exact_accepted","1.00","2704472","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.1016/j.funeco.2017.11.001","stipa krylovii","acremonium","root","present","endophyte","isolated from roots. pyrosequencing was used for identification.","grassland","china","abstract-csv","doi_10.1016_j.funeco.2017.11.001","Relevant","Abstract","Abstract","Uncertain","10.1016/j.funeco.2017.11.001","0","doi:10.1016/j.funeco.2017.11.001","int_7016ee405bfa85aa","acremonium","acremonium","Resolved","genus_exact","0.70","2560451","Fungi","ascomycota","sordariomycetes","stipa krylovii","stipa krylovii","Resolved","exact_accepted","1.00","2704472","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.1016/j.funeco.2017.11.001","stipa krylovii","sarcinomyces","root","present","endophyte","isolated from roots. pyrosequencing was used for identification.","grassland","china","abstract-csv","doi_10.1016_j.funeco.2017.11.001","Relevant","Abstract","Abstract","Uncertain","10.1016/j.funeco.2017.11.001","0","doi:10.1016/j.funeco.2017.11.001","int_f753f27975477123","sarcinomyces","sarcinomyces","Resolved","genus_exact","0.70","2597098","Fungi","ascomycota","eurotiomycetes","stipa krylovii","stipa krylovii","Resolved","exact_accepted","1.00","2704472","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.1016/j.funeco.2017.11.001","stipa krylovii","monosporascus (genera)","root","present","endophyte","isolated from roots. pyrosequencing was used for identification.","grassland","china","abstract-csv","doi_10.1016_j.funeco.2017.11.001","Relevant","Abstract","Abstract","Uncertain","10.1016/j.funeco.2017.11.001","0","doi:10.1016/j.funeco.2017.11.001","int_971d6a33fb462740","monosporascus (genera)","monosporascus","Resolved","genus_exact","0.70","9795915","Fungi","ascomycota","sordariomycetes","stipa krylovii","stipa krylovii","Resolved","exact_accepted","1.00","2704472","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.3390/seeds2010003","zea mays (maize)","[fusarium verticillioides","seed","present","pathogen","seed-borne fungi infecting maize at all points of the production chain.","NA","NA","abstract-csv","doi_10.3390_seeds2010003","Relevant","Abstract","Abstract","Uncertain","10.3390/seeds2010003","0","doi:10.3390/seeds2010003","int_b33c835e53ff84bb","[fusarium verticillioides","fusarium fujikuroi","Resolved","synonym_map","0.95","5252216","Fungi","ascomycota","sordariomycetes","zea mays (maize)","zea mays","Resolved","exact_accepted","1.00","5290052","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.3390/seeds2010003","zea mays (maize)","aspergillus flavus","seed","present","pathogen","seed-borne fungi infecting maize at all points of the production chain.","NA","NA","abstract-csv","doi_10.3390_seeds2010003","Relevant","Abstract","Abstract","Uncertain","10.3390/seeds2010003","0","doi:10.3390/seeds2010003","int_30aa5039e8fb1bb7","aspergillus flavus","aspergillus flavus","Resolved","exact_accepted","1.00","5259820","Fungi","ascomycota","eurotiomycetes","zea mays (maize)","zea mays","Resolved","exact_accepted","1.00","5290052","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.3390/seeds2010003","zea mays (maize)","aspergillus niger","seed","present","pathogen","seed-borne fungi infecting maize at all points of the production chain.","NA","NA","abstract-csv","doi_10.3390_seeds2010003","Relevant","Abstract","Abstract","Uncertain","10.3390/seeds2010003","0","doi:10.3390/seeds2010003","int_35726e6129a35542","aspergillus niger","aspergillus niger","Resolved","exact_accepted","1.00","3465658","Fungi","ascomycota","eurotiomycetes","zea mays (maize)","zea mays","Resolved","exact_accepted","1.00","5290052","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.3390/seeds2010003","zea mays (maize)","penicillium spp.","seed","present","pathogen","seed-borne fungi infecting maize at all points of the production chain.","NA","NA","abstract-csv","doi_10.3390_seeds2010003","Relevant","Abstract","Abstract","Uncertain","10.3390/seeds2010003","0","doi:10.3390/seeds2010003","int_97bf24ed66ecb4f6","penicillium spp.","penicillium","Resolved","genus_exact","0.70","7635114","Fungi","ascomycota","eurotiomycetes","zea mays (maize)","zea mays","Resolved","exact_accepted","1.00","5290052","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.3390/seeds2010003","zea mays (maize)","rhizopus spp.","seed","present","pathogen","seed-borne fungi infecting maize at all points of the production chain.","NA","NA","abstract-csv","doi_10.3390_seeds2010003","Relevant","Abstract","Abstract","Uncertain","10.3390/seeds2010003","0","doi:10.3390/seeds2010003","int_c05632b82d601229","rhizopus spp.","rhizopus","Resolved","genus_exact","0.70","2558384","Fungi","mucoromycota","mucoromycetes","zea mays (maize)","zea mays","Resolved","exact_accepted","1.00","5290052","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.3390/seeds2010003","zea mays (maize)","curvularia spp.]","seed","present","pathogen","seed-borne fungi infecting maize at all points of the production chain.","NA","NA","abstract-csv","doi_10.3390_seeds2010003","Relevant","Abstract","Abstract","Uncertain","10.3390/seeds2010003","0","doi:10.3390/seeds2010003","int_1b2c242a201c19a6","curvularia spp.]","curvularia","Resolved","genus_exact","0.70","2569225","Fungi","ascomycota","dothideomycetes","zea mays (maize)","zea mays","Resolved","exact_accepted","1.00","5290052","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.3390/molecules191119243","michelia champaca","colletotrichum gloeosporioides","leaf","present","endophyte","isolated from leaves, stems and roots.","NA","NA","abstract-csv","doi_10.3390_molecules191119243","Relevant","Abstract","Abstract","Uncertain","10.3390/molecules191119243","0","doi:10.3390/molecules191119243","int_be7ac0af308cab65","colletotrichum gloeosporioides","colletotrichum gloeosporioides","Resolved","exact_accepted","1.00","2569005","Fungi","ascomycota","sordariomycetes","michelia champaca","","Unresolved","no_match","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.54085/ap.2024.13.2.101","lavandula officinalis l.","endophytic fungi (unspecified species","root","present","endophyte","isolated from lavender, assessed for antifungal activity and plant growth-promoting properties.","NA","NA","abstract-csv","doi_10.54085_ap.2024.13.2.101","Relevant","Abstract","Abstract","Uncertain","10.54085/ap.2024.13.2.101","0","doi:10.54085/ap.2024.13.2.101","int_289eb359bc44b8c3","endophytic fungi (unspecified species","","Unresolved","descriptor_non_taxon","0.00","","","NA","NA","lavandula officinalis l.","lavandula angustifolia angustifolia","Resolved","synonym_map","0.95","7307884","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.54085/ap.2024.13.2.101","lavandula officinalis l.","specific isolates not named)","root","present","endophyte","isolated from lavender, assessed for antifungal activity and plant growth-promoting properties.","NA","NA","abstract-csv","doi_10.54085_ap.2024.13.2.101","Relevant","Abstract","Abstract","Uncertain","10.54085/ap.2024.13.2.101","0","doi:10.54085/ap.2024.13.2.101","int_0bcfb3dbcd3f01a5","specific isolates not named)","","Unresolved","no_match","0.00","","","NA","NA","lavandula officinalis l.","lavandula angustifolia angustifolia","Resolved","synonym_map","0.95","7307884","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1071/ap09013","gossypium hirsutum l.","cladorrhinum foecundissimum","root","present","biocontrol","isolated from couch grass roots","soil","NA","abstract-csv","doi_10.1071_ap09013","Relevant","Abstract","Abstract","Uncertain","10.1071/ap09013","0","doi:10.1071/ap09013","int_3100a227397e80c3","cladorrhinum foecundissimum","cladorrhinum foecundissimum","Resolved","exact_accepted","1.00","2573338","Fungi","ascomycota","sordariomycetes","gossypium hirsutum l.","gossypium hirsutum","Resolved","exact_accepted","1.00","3152661","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1007/s10600-023-04096-3","nicotiana tabacum (cigar tobacco)","aspergillus lentulus","leaf","present","endophyte","isolated from cigar tobacco leaves.","NA","NA","abstract-csv","doi_10.1007_s10600-023-04096-3","Relevant","Abstract","Abstract","Uncertain","10.1007/s10600-023-04096-3","0","doi:10.1007/s10600-023-04096-3","int_f2bf43c0e5e3bb4f","aspergillus lentulus","aspergillus lentulus","Resolved","exact_accepted","1.00","5488827","Fungi","ascomycota","eurotiomycetes","nicotiana tabacum (cigar tobacco)","nicotiana tabacum","Resolved","exact_accepted","1.00","2928774","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1016/j.tetlet.2014.03.110","annona squamosa","diaporthe melonis","NA","present","endophyte","isolated from annona squamosa","NA","NA","abstract-csv","doi_10.1016_j.tetlet.2014.03.110","Relevant","Abstract","Abstract","Uncertain","10.1016/j.tetlet.2014.03.110","0","doi:10.1016/j.tetlet.2014.03.110","int_d8f488b94adfd960","diaporthe melonis","diaporthe melonis","Resolved","exact_accepted","1.00","2567905","Fungi","ascomycota","sordariomycetes","annona squamosa","annona squamosa","Resolved","exact_accepted","1.00","5407099","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1007/s00253-017-8509-9","taxus canadensis","paraconiothyrium ssm001","NA","present","endophyte","the endophytic fungus paraconiothyrium ssm001 was isolated from the host plant taxus canadensis. the integration of taxus canadensis geranylgeranyl diphosphate synthase (ggpps) gene into the paraconiothyrium ssm001 genome increased terpenoid pool size and enhanced taxol production.","NA","NA","abstract-csv","doi_10.1007_s00253-017-8509-9","Relevant","Abstract","Abstract","Uncertain","10.1007/s00253-017-8509-9","0","doi:10.1007/s00253-017-8509-9","int_ac4b24d6daa0ee75","paraconiothyrium ssm001","","Unresolved","no_match","0.00","","","NA","NA","taxus canadensis","taxus canadensis","Resolved","exact_accepted","1.00","5284570","Plantae","tracheophyta","pinopsida"
"Relevant","full-text","full-text","12","10.13040/ijpsr.0975-8232.11(11).5844-55","psidium guajava l.","fusarium oxysporum","leaf","present","endophyte","isolated from healthy leaves of psidium guajava","coastal district of karnataka state, india","india","full-text","doi_10.13040_ijpsr.0975-8232.11(11).5844-55","Relevant","Full-Text","Full-Text","Uncertain","10.13040/ijpsr.0975-8232.11(11).5844-55","12","doi:10.13040/ijpsr.0975-8232.11(11).5844-55","int_6896e1fcef573196","fusarium oxysporum","fusarium oxysporum","Resolved","exact_accepted","1.00","5251961","Fungi","ascomycota","sordariomycetes","psidium guajava l.","psidium guajava","Resolved","exact_accepted","1.00","5420380","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1166/jbmb.2018.1769","dendrobium officinale","ty5 (endophytic fungus)","NA","present","NA","isolated from dendrobium officinale","NA","NA","abstract-csv","doi_10.1166_jbmb.2018.1769","Relevant","Abstract","Abstract","Uncertain","10.1166/jbmb.2018.1769","0","doi:10.1166/jbmb.2018.1769","int_863eacb0fd687b24","ty5 (endophytic fungus)","","Unresolved","no_match","0.00","","","NA","NA","dendrobium officinale","dendrobium officinale","Resolved","exact_accepted","1.00","5317472","Plantae","tracheophyta","liliopsida"
"Relevant","full-text","full-text","4","10.1508/cytologia.48.749","hordeum vulgare","thiabendazole","seed","present","NA","tested for impact on chiasma frequency","agriculture","india","full-text","doi_10.1508_cytologia.48.749","Relevant","Full-Text","Full-Text","Uncertain","10.1508/cytologia.48.749","4","doi:10.1508/cytologia.48.749","int_8d251f5772d508e0","thiabendazole","","Unresolved","no_match","0.00","","","NA","NA","hordeum vulgare","hordeum vulgare","Resolved","exact_accepted","1.00","2706056","Plantae","tracheophyta","liliopsida"
"Relevant","full-text","full-text","4","10.1508/cytologia.48.749","hordeum vulgare","fuberidazole","seed","present","NA","tested for impact on chiasma frequency","agriculture","india","full-text","doi_10.1508_cytologia.48.749","Relevant","Full-Text","Full-Text","Uncertain","10.1508/cytologia.48.749","4","doi:10.1508/cytologia.48.749","int_a6d33ecfb5d2fbe5","fuberidazole","","Unresolved","no_match","0.00","","","NA","NA","hordeum vulgare","hordeum vulgare","Resolved","exact_accepted","1.00","2706056","Plantae","tracheophyta","liliopsida"
"Relevant","full-text","full-text","4","10.1508/cytologia.48.749","hordeum vulgare","carboxin","seed","present","NA","tested for impact on chiasma frequency","agriculture","india","full-text","doi_10.1508_cytologia.48.749","Relevant","Full-Text","Full-Text","Uncertain","10.1508/cytologia.48.749","4","doi:10.1508/cytologia.48.749","int_fc91daa3fed245c9","carboxin","","Unresolved","no_match","0.00","","","NA","NA","hordeum vulgare","hordeum vulgare","Resolved","exact_accepted","1.00","2706056","Plantae","tracheophyta","liliopsida"
"Relevant","full-text","full-text","4","10.1508/cytologia.48.749","hordeum vulgare","oxycarboxin (systemic fungicides)","seed","present","NA","tested for impact on chiasma frequency","agriculture","india","full-text","doi_10.1508_cytologia.48.749","Relevant","Full-Text","Full-Text","Uncertain","10.1508/cytologia.48.749","4","doi:10.1508/cytologia.48.749","int_39f897c38cf0954b","oxycarboxin (systemic fungicides)","","Unresolved","no_match","0.00","","","NA","NA","hordeum vulgare","hordeum vulgare","Resolved","exact_accepted","1.00","2706056","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.1016/j.plaphy.2023.108174","unspecified","endophytic fungi (general)","interior plant tissue","present","mutualist","form mutualistic associations with host plants, improve plant's tolerance against biotic stresses","NA","NA","abstract-csv","doi_10.1016_j.plaphy.2023.108174","Relevant","Abstract","Abstract","Uncertain","10.1016/j.plaphy.2023.108174","0","doi:10.1016/j.plaphy.2023.108174","int_a31f584cbe4290a6","endophytic fungi (general)","","Unresolved","descriptor_non_taxon","0.00","","","NA","NA","unspecified","","Unresolved","none","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.5943/mycosphere/5/4/10","vitex negundo l.","lasiodiplodia sp.","leaf","present","endophyte","isolated from bark, twig and leaf segments","NA","india","abstract-csv","doi_10.5943_mycosphere_5_4_10","Relevant","Abstract","Abstract","Uncertain","10.5943/mycosphere/5/4/10","0","doi:10.5943/mycosphere/5/4/10","int_947459ac22622e73","lasiodiplodia sp.","lasiodiplodia","Resolved","genus_exact","0.70","2611221","Fungi","ascomycota","dothideomycetes","vitex negundo l.","vitex negundo","Resolved","exact_accepted","1.00","2925564","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1007/s00284-014-0680-y","macrosolen cochinchinensis","[valsa sp.","leaf","present","endophyte","isolated from foliar tissue of a hemi-parasitic plant","NA","NA","abstract-csv","doi_10.1007_s00284-014-0680-y","Relevant","Abstract","Abstract","Uncertain","10.1007/s00284-014-0680-y","0","doi:10.1007/s00284-014-0680-y","int_6841eb189e138291","[valsa sp.","valsa","Resolved","genus_exact","0.70","2565690","Fungi","ascomycota","sordariomycetes","macrosolen cochinchinensis","macrosolen cochinchinensis","Resolved","exact_accepted","1.00","7287970","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1007/s00284-014-0680-y","macrosolen cochinchinensis","cladosporium sp. 1","leaf","present","endophyte","isolated from foliar tissue of a hemi-parasitic plant","NA","NA","abstract-csv","doi_10.1007_s00284-014-0680-y","Relevant","Abstract","Abstract","Uncertain","10.1007/s00284-014-0680-y","0","doi:10.1007/s00284-014-0680-y","int_c53aaf1a829cdc44","cladosporium sp. 1","cladosporium","Resolved","genus_exact","0.70","2518208","Fungi","ascomycota","dothideomycetes","macrosolen cochinchinensis","macrosolen cochinchinensis","Resolved","exact_accepted","1.00","7287970","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1007/s00284-014-0680-y","macrosolen cochinchinensis","ulocladium sp.","leaf","present","endophyte","isolated from foliar tissue of a hemi-parasitic plant","NA","NA","abstract-csv","doi_10.1007_s00284-014-0680-y","Relevant","Abstract","Abstract","Uncertain","10.1007/s00284-014-0680-y","0","doi:10.1007/s00284-014-0680-y","int_80e4a4d40adbbce8","ulocladium sp.","","Unresolved","no_match","0.00","","","NA","NA","macrosolen cochinchinensis","macrosolen cochinchinensis","Resolved","exact_accepted","1.00","7287970","Plantae","tracheophyta","magnoliopsida"
