id,countries_detected,global_north_countries,global_south_countries,continents_detected,regions_detected,has_coordinates,geographic_summary
9055,NA,NA,NA,NA,NA,FALSE,NA
9056,NA,NA,NA,NA,NA,FALSE,NA
9057,China,NA,China,NA,NA,FALSE,China
9058,NA,NA,NA,NA,NA,FALSE,NA
9059,Brazil,NA,Brazil,NA,NA,FALSE,Brazil
9060,NA,NA,NA,NA,NA,FALSE,NA
9061,Egypt,NA,Egypt,NA,NA,FALSE,Egypt
9062,NA,NA,NA,NA,NA,FALSE,NA
9063,NA,NA,NA,NA,NA,FALSE,NA
9064,USA,USA,NA,NA,national park,FALSE,USA; national park
9065,NA,NA,NA,NA,mangrove,TRUE,mangrove
9066,Mexico,NA,Mexico,NA,tropical,FALSE,Mexico; tropical
9067,UK,UK,NA,NA,marine,FALSE,UK; marine
9068,Argentina,NA,Argentina,NA,NA,FALSE,Argentina
9069,NA,NA,NA,NA,NA,FALSE,NA
9070,China,NA,China,NA,NA,FALSE,China
9071,NA,NA,NA,NA,NA,FALSE,NA
9072,NA,NA,NA,NA,NA,FALSE,NA
9073,NA,NA,NA,NA,plain,FALSE,plain
9074,NA,NA,NA,NA,NA,TRUE,NA
9075,NA,NA,NA,NA,temperate,FALSE,temperate
9076,Panama; Argentina,NA,Panama; Argentina,NA,NA,FALSE,Panama; Argentina
9077,NA,NA,NA,NA,NA,FALSE,NA
9078,NA,NA,NA,NA,NA,TRUE,NA
9080,NA,NA,NA,NA,NA,FALSE,NA
9081,NA,NA,NA,NA,NA,FALSE,NA
9082,NA,NA,NA,NA,NA,FALSE,NA
9083,Mexico,NA,Mexico,NA,NA,FALSE,Mexico
9084,NA,NA,NA,NA,NA,FALSE,NA
9085,NA,NA,NA,NA,NA,FALSE,NA
9086,NA,NA,NA,NA,NA,FALSE,NA
9087,NA,NA,NA,africa; asia; north america,NA,TRUE,africa; asia; north america
9089,NA,NA,NA,NA,NA,FALSE,NA
9090,NA,NA,NA,NA,delta,FALSE,delta
9091,NA,NA,NA,NA,NA,FALSE,NA
9092,NA,NA,NA,NA,NA,FALSE,NA
9093,NA,NA,NA,NA,NA,TRUE,NA
9094,NA,NA,NA,NA,NA,FALSE,NA
9095,India,NA,India,NA,NA,FALSE,India
9096,Russia,NA,Russia,NA,NA,FALSE,Russia
9097,NA,NA,NA,NA,grassland; orchard,TRUE,grassland; orchard
9098,China,NA,China,NA,NA,FALSE,China
9099,NA,NA,NA,asia,southeast asia,FALSE,asia; southeast asia
9100,NA,NA,NA,NA,NA,FALSE,NA
9102,NA,NA,NA,NA,NA,FALSE,NA
9103,NA,NA,NA,NA,NA,TRUE,NA
9104,NA,NA,NA,NA,NA,FALSE,NA
9106,NA,NA,NA,NA,NA,FALSE,NA
9107,NA,NA,NA,NA,NA,FALSE,NA
9108,Germany,Germany,NA,NA,NA,FALSE,Germany
9109,Nepal; India; Bhutan; China; Pakistan,NA,Nepal; India; Bhutan; China; Pakistan,NA,himalayan,FALSE,Nepal; India; Bhutan; China; Pakistan; himalayan
9110,United States,United States,NA,NA,NA,FALSE,United States
9111,NA,NA,NA,NA,NA,TRUE,NA
9112,NA,NA,NA,NA,NA,FALSE,NA
9113,NA,NA,NA,NA,NA,TRUE,NA
9114,NA,NA,NA,NA,NA,TRUE,NA
9115,NA,NA,NA,NA,NA,FALSE,NA
9117,NA,NA,NA,NA,NA,FALSE,NA
9118,NA,NA,NA,NA,marine,FALSE,marine
9119,NA,NA,NA,NA,marine,TRUE,marine
9120,NA,NA,NA,NA,NA,TRUE,NA
9121,NA,NA,NA,NA,NA,FALSE,NA
9122,NA,NA,NA,NA,NA,TRUE,NA
9123,NA,NA,NA,NA,NA,FALSE,NA
9124,NA,NA,NA,NA,NA,FALSE,NA
9125,US,US,NA,NA,NA,FALSE,US
9126,China,NA,China,NA,mangrove,TRUE,China; mangrove
9127,NA,NA,NA,NA,NA,TRUE,NA
9128,NA,NA,NA,NA,NA,TRUE,NA
9129,NA,NA,NA,NA,NA,TRUE,NA
9130,NA,NA,NA,NA,orchard,FALSE,orchard
9131,NA,NA,NA,NA,NA,FALSE,NA
9133,Finland,Finland,NA,NA,subarctic; meadow,FALSE,Finland; subarctic; meadow
9134,NA,NA,NA,NA,NA,FALSE,NA
9135,NA,NA,NA,NA,NA,FALSE,NA
9136,NA,NA,NA,NA,meadow,FALSE,meadow
9137,Japan,Japan,NA,NA,japan,FALSE,Japan; japan
9138,Italy; Thailand,Italy,Thailand,NA,NA,FALSE,Italy; Thailand
9139,Taiwan,Taiwan,NA,NA,coastal,FALSE,Taiwan; coastal
9140,Egypt,NA,Egypt,NA,protected area,TRUE,Egypt; protected area
9141,NA,NA,NA,NA,NA,FALSE,NA
9142,NA,NA,NA,NA,NA,FALSE,NA
9143,NA,NA,NA,NA,NA,FALSE,NA
9144,NA,NA,NA,NA,delta,FALSE,delta
9145,NA,NA,NA,NA,NA,FALSE,NA
9146,NA,NA,NA,NA,alpine,FALSE,alpine
9148,NA,NA,NA,NA,NA,TRUE,NA
9149,NA,NA,NA,NA,NA,FALSE,NA
9150,NA,NA,NA,NA,NA,FALSE,NA
9152,NA,NA,NA,NA,NA,FALSE,NA
9153,NA,NA,NA,NA,NA,FALSE,NA
9154,NA,NA,NA,NA,freshwater; arid,FALSE,freshwater; arid
9155,NA,NA,NA,NA,NA,FALSE,NA
9156,NA,NA,NA,NA,NA,TRUE,NA
9157,NA,NA,NA,NA,NA,FALSE,NA
9158,NA,NA,NA,NA,acidic,FALSE,acidic
9159,NA,NA,NA,NA,NA,FALSE,NA
9160,NA,NA,NA,NA,NA,FALSE,NA
9161,NA,NA,NA,NA,NA,FALSE,NA
9162,NA,NA,NA,NA,NA,FALSE,NA
9163,NA,NA,NA,NA,NA,FALSE,NA
9164,NA,NA,NA,NA,NA,FALSE,NA
9165,NA,NA,NA,NA,NA,FALSE,NA
9166,NA,NA,NA,NA,NA,TRUE,NA
9167,NA,NA,NA,NA,NA,FALSE,NA
9168,NA,NA,NA,NA,NA,FALSE,NA
9169,NA,NA,NA,NA,tropical,FALSE,tropical
9170,NA,NA,NA,NA,NA,FALSE,NA
9171,NA,NA,NA,NA,NA,TRUE,NA
9172,NA,NA,NA,NA,marine,TRUE,marine
9173,NA,NA,NA,NA,NA,FALSE,NA
9174,China,NA,China,NA,NA,FALSE,China
9176,NA,NA,NA,NA,NA,FALSE,NA
9177,NA,NA,NA,NA,NA,TRUE,NA
9178,NA,NA,NA,NA,mangrove,TRUE,mangrove
9179,NA,NA,NA,NA,NA,FALSE,NA
9180,NA,NA,NA,NA,NA,FALSE,NA
9181,NA,NA,NA,NA,NA,FALSE,NA
9182,NA,NA,NA,NA,NA,TRUE,NA
9183,U.A.E.,NA,U.A.E.,NA,NA,FALSE,U.A.E.
9185,India; Sri Lanka,NA,India; Sri Lanka,NA,sri lanka,TRUE,India; Sri Lanka; sri lanka
9186,NA,NA,NA,NA,NA,FALSE,NA
9187,NA,NA,NA,NA,NA,TRUE,NA
9188,NA,NA,NA,NA,NA,FALSE,NA
9189,NA,NA,NA,NA,NA,FALSE,NA
9190,NA,NA,NA,NA,NA,FALSE,NA
9191,China,NA,China,NA,NA,FALSE,China
9193,NA,NA,NA,NA,NA,TRUE,NA
9194,NA,NA,NA,NA,NA,FALSE,NA
9195,NA,NA,NA,NA,NA,FALSE,NA
9196,NA,NA,NA,NA,NA,FALSE,NA
9197,NA,NA,NA,NA,NA,FALSE,NA
9199,Japan,Japan,NA,NA,japan,FALSE,Japan; japan
9200,NA,NA,NA,NA,NA,FALSE,NA
9201,NA,NA,NA,NA,marine,FALSE,marine
9202,NA,NA,NA,NA,NA,FALSE,NA
9203,NA,NA,NA,NA,NA,FALSE,NA
9204,Argentina,NA,Argentina,south america,national park,FALSE,Argentina; south america; national park
9205,NA,NA,NA,NA,NA,FALSE,NA
9206,NA,NA,NA,NA,NA,FALSE,NA
9207,NA,NA,NA,NA,NA,TRUE,NA
9208,NA,NA,NA,NA,NA,FALSE,NA
9209,NA,NA,NA,NA,NA,TRUE,NA
9210,France,France,NA,NA,basin,FALSE,France; basin
9211,NA,NA,NA,NA,NA,FALSE,NA
9212,NA,NA,NA,NA,NA,FALSE,NA
9213,NA,NA,NA,NA,NA,TRUE,NA
9214,Malaysia,NA,Malaysia,NA,NA,FALSE,Malaysia
9215,NA,NA,NA,NA,NA,FALSE,NA
9216,NA,NA,NA,NA,NA,FALSE,NA
9217,NA,NA,NA,NA,NA,FALSE,NA
9218,NA,NA,NA,NA,NA,FALSE,NA
9219,USA,USA,NA,NA,NA,FALSE,USA
9220,NA,NA,NA,NA,NA,FALSE,NA
9221,NA,NA,NA,NA,NA,TRUE,NA
9222,NA,NA,NA,NA,NA,TRUE,NA
9223,NA,NA,NA,NA,NA,FALSE,NA
9224,China,NA,China,NA,NA,FALSE,China
9225,NA,NA,NA,NA,NA,FALSE,NA
9226,NA,NA,NA,NA,NA,FALSE,NA
9227,NA,NA,NA,NA,NA,FALSE,NA
9228,China,NA,China,NA,NA,FALSE,China
9229,NA,NA,NA,NA,NA,TRUE,NA
9230,NA,NA,NA,NA,savanna; cerrado,FALSE,savanna; cerrado
9231,US,US,NA,NA,NA,FALSE,US
9232,NA,NA,NA,NA,NA,FALSE,NA
9233,NA,NA,NA,NA,NA,FALSE,NA
9234,NA,NA,NA,NA,NA,FALSE,NA
9235,NA,NA,NA,NA,NA,FALSE,NA
9236,NA,NA,NA,NA,NA,TRUE,NA
9237,Italy,Italy,NA,NA,NA,FALSE,Italy
9238,NA,NA,NA,NA,NA,FALSE,NA
9239,Spain,Spain,NA,NA,NA,FALSE,Spain
9240,NA,NA,NA,NA,arid,FALSE,arid
9241,NA,NA,NA,NA,NA,FALSE,NA
9242,NA,NA,NA,NA,tropical; subtropical,FALSE,tropical; subtropical
9243,NA,NA,NA,NA,NA,FALSE,NA
9244,NA,NA,NA,NA,NA,TRUE,NA
9245,Vietnam,NA,Vietnam,NA,NA,TRUE,Vietnam
9246,NA,NA,NA,NA,NA,FALSE,NA
9247,NA,NA,NA,NA,NA,FALSE,NA
9249,NA,NA,NA,NA,mangrove,FALSE,mangrove
9251,NA,NA,NA,NA,NA,FALSE,NA
9252,Mexico,NA,Mexico,NA,gulf,FALSE,Mexico; gulf
9253,NA,NA,NA,NA,NA,FALSE,NA
9254,NA,NA,NA,NA,NA,FALSE,NA
9255,NA,NA,NA,NA,NA,FALSE,NA
9256,China,NA,China,NA,tropical; rainforest,FALSE,China; tropical; rainforest
9257,NA,NA,NA,NA,NA,FALSE,NA
9258,NA,NA,NA,NA,NA,FALSE,NA
9259,NA,NA,NA,NA,meadow,FALSE,meadow
9260,NA,NA,NA,NA,NA,FALSE,NA
9261,NA,NA,NA,NA,NA,FALSE,NA
9262,NA,NA,NA,NA,NA,FALSE,NA
9263,Brazil,NA,Brazil,NA,mangrove; tropical,FALSE,Brazil; mangrove; tropical
9264,Finland,Finland,NA,NA,NA,FALSE,Finland
9265,NA,NA,NA,NA,mangrove,TRUE,mangrove
9266,NA,NA,NA,NA,tropical,FALSE,tropical
9267,Brazil,NA,Brazil,NA,caatinga; dry forest,FALSE,Brazil; caatinga; dry forest
9268,NA,NA,NA,NA,NA,FALSE,NA
9269,NA,NA,NA,NA,aquatic,TRUE,aquatic
9270,China,NA,China,NA,NA,FALSE,China
9271,Japan,Japan,NA,NA,japan,TRUE,Japan; japan
9272,NA,NA,NA,NA,NA,FALSE,NA
9273,NA,NA,NA,NA,NA,TRUE,NA
9274,South Africa,NA,South Africa,africa,arid; succulent karoo,FALSE,South Africa; africa; arid; succulent karoo
9275,NA,NA,NA,NA,NA,FALSE,NA
9276,NA,NA,NA,NA,NA,FALSE,NA
9277,NA,NA,NA,NA,NA,FALSE,NA
9278,NA,NA,NA,NA,NA,FALSE,NA
9279,NA,NA,NA,NA,NA,FALSE,NA
9280,NA,NA,NA,NA,NA,TRUE,NA
9281,Iran,NA,Iran,NA,NA,FALSE,Iran
9282,NA,NA,NA,NA,NA,FALSE,NA
9283,USA,USA,NA,NA,NA,FALSE,USA
9284,NA,NA,NA,NA,NA,TRUE,NA
9285,NA,NA,NA,NA,NA,FALSE,NA
9286,NA,NA,NA,NA,brazilian atlantic forest,FALSE,brazilian atlantic forest
9287,NA,NA,NA,NA,NA,FALSE,NA
9288,NA,NA,NA,NA,NA,FALSE,NA
9289,NA,NA,NA,NA,NA,FALSE,NA
9290,Kenya; Uganda,NA,Kenya; Uganda,NA,NA,FALSE,Kenya; Uganda
9291,NA,NA,NA,NA,NA,FALSE,NA
9292,NA,NA,NA,NA,alpine,FALSE,alpine
9293,NA,NA,NA,NA,NA,FALSE,NA
9294,NA,NA,NA,NA,NA,TRUE,NA
9295,Norway,Norway,NA,europe,temperate; montane; central europe,FALSE,Norway; europe; temperate; montane; central europe
9296,NA,NA,NA,NA,NA,FALSE,NA
9297,NA,NA,NA,NA,NA,TRUE,NA
9298,NA,NA,NA,NA,NA,FALSE,NA
9299,Bangladesh,NA,Bangladesh,NA,mangrove,FALSE,Bangladesh; mangrove
9300,US,US,NA,NA,swamp; wetland,FALSE,US; swamp; wetland
9301,NA,NA,NA,NA,NA,FALSE,NA
9302,NA,NA,NA,NA,NA,FALSE,NA
9303,NA,NA,NA,NA,NA,FALSE,NA
9304,Philippines,NA,Philippines,NA,rainforest; philippines; tropical,FALSE,Philippines; rainforest; philippines; tropical
9305,Australia,Australia,NA,australia,NA,FALSE,Australia; australia
9307,US,US,NA,NA,NA,FALSE,US
9308,Thailand,NA,Thailand,NA,NA,FALSE,Thailand
9309,India,NA,India,NA,marine,FALSE,India; marine
9310,NA,NA,NA,NA,NA,FALSE,NA
9311,NA,NA,NA,NA,grassland,FALSE,grassland
9312,NA,NA,NA,NA,NA,FALSE,NA
9313,Australia,Australia,NA,australia,NA,FALSE,Australia; australia
9314,NA,NA,NA,NA,mangrove,TRUE,mangrove
9315,NA,NA,NA,NA,NA,FALSE,NA
9316,NA,NA,NA,NA,marine; mangrove,TRUE,marine; mangrove
9318,NA,NA,NA,NA,NA,FALSE,NA
9319,NA,NA,NA,NA,NA,FALSE,NA
9320,NA,NA,NA,NA,NA,FALSE,NA
9321,NA,NA,NA,NA,NA,TRUE,NA
9322,NA,NA,NA,NA,NA,FALSE,NA
9323,NA,NA,NA,NA,NA,TRUE,NA
9324,Egypt; Saudi Arabia; Jordan,NA,Egypt; Saudi Arabia; Jordan,NA,NA,FALSE,Egypt; Saudi Arabia; Jordan
9325,NA,NA,NA,NA,NA,FALSE,NA
9326,Taiwan,Taiwan,NA,NA,marine,TRUE,Taiwan; marine
9327,NA,NA,NA,NA,NA,TRUE,NA
9328,NA,NA,NA,NA,NA,FALSE,NA
9329,NA,NA,NA,NA,NA,FALSE,NA
9330,United Kingdom,United Kingdom,NA,NA,NA,FALSE,United Kingdom
9331,NA,NA,NA,NA,NA,FALSE,NA
9332,NA,NA,NA,NA,NA,TRUE,NA
9333,Canada,Canada,NA,NA,NA,FALSE,Canada
9334,NA,NA,NA,NA,NA,FALSE,NA
9335,India; Nepal; Bhutan; China; Pakistan,NA,India; Nepal; Bhutan; China; Pakistan,NA,arid; desert; himalayan,FALSE,India; Nepal; Bhutan; China; Pakistan; arid; desert; himalayan
9336,NA,NA,NA,NA,river,FALSE,river
9337,NA,NA,NA,NA,NA,FALSE,NA
9338,NA,NA,NA,NA,NA,FALSE,NA
9339,NA,NA,NA,NA,NA,FALSE,NA
9340,NA,NA,NA,NA,mangrove,FALSE,mangrove
9341,India,NA,India,NA,NA,FALSE,India
9342,Japan,Japan,NA,NA,japan,FALSE,Japan; japan
9343,Iran,NA,Iran,NA,NA,FALSE,Iran
9344,NA,NA,NA,NA,NA,FALSE,NA
9345,Ecuador,NA,Ecuador,NA,amazon; rainforest; national park; tropical,FALSE,Ecuador; amazon; rainforest; national park; tropical
9347,NA,NA,NA,asia,lowland; rainforest; southeast asia,TRUE,asia; lowland; rainforest; southeast asia
9348,China,NA,China,NA,tropical,FALSE,China; tropical
9351,China,NA,China,NA,tropical; plain,FALSE,China; tropical; plain
9352,NA,NA,NA,NA,NA,FALSE,NA
9353,NA,NA,NA,NA,NA,TRUE,NA
9354,NA,NA,NA,NA,marine; acidic,FALSE,marine; acidic
9355,NA,NA,NA,NA,NA,FALSE,NA
9356,NA,NA,NA,NA,NA,FALSE,NA
9357,China,NA,China,NA,NA,FALSE,China
9358,NA,NA,NA,NA,NA,TRUE,NA
9359,NA,NA,NA,NA,valley,FALSE,valley
9360,United States,United States,NA,NA,NA,FALSE,United States
9361,NA,NA,NA,NA,NA,TRUE,NA
9362,NA,NA,NA,NA,NA,FALSE,NA
9363,NA,NA,NA,NA,NA,FALSE,NA
9364,NA,NA,NA,NA,NA,FALSE,NA
9365,Brazil,NA,Brazil,NA,agroecosystem; neotropical,FALSE,Brazil; agroecosystem; neotropical
9366,NA,NA,NA,NA,NA,FALSE,NA
9367,NA,NA,NA,NA,NA,FALSE,NA
9368,NA,NA,NA,NA,NA,FALSE,NA
9369,Mexico,NA,Mexico,NA,NA,FALSE,Mexico
9370,NA,NA,NA,NA,NA,FALSE,NA
9371,South Korea,South Korea,NA,NA,NA,FALSE,South Korea
9372,NA,NA,NA,NA,NA,FALSE,NA
9373,NA,NA,NA,NA,NA,FALSE,NA
9374,NA,NA,NA,NA,NA,FALSE,NA
9375,NA,NA,NA,NA,NA,TRUE,NA
9376,NA,NA,NA,NA,NA,FALSE,NA
9377,NA,NA,NA,NA,NA,FALSE,NA
9379,Mexico; Colombia; Madagascar,NA,Mexico; Colombia; Madagascar,NA,madagascar,FALSE,Mexico; Colombia; Madagascar; madagascar
9381,Iran,NA,Iran,NA,marine,FALSE,Iran; marine
9382,NA,NA,NA,NA,NA,TRUE,NA
9383,NA,NA,NA,NA,NA,FALSE,NA
9384,NA,NA,NA,NA,NA,FALSE,NA
9385,USA; Canada,USA; Canada,NA,NA,coastal; alpine; canadian; pristine habitat,FALSE,USA; Canada; coastal; alpine; canadian; pristine habitat
9386,NA,NA,NA,NA,NA,FALSE,NA
9387,Uzbekistan,NA,Uzbekistan,asia,subalpine; central asia,FALSE,Uzbekistan; asia; subalpine; central asia
9388,China,NA,China,NA,NA,FALSE,China
9389,NA,NA,NA,NA,NA,FALSE,NA
9390,NA,NA,NA,NA,subantarctic,FALSE,subantarctic
9391,NA,NA,NA,NA,NA,FALSE,NA
9392,NA,NA,NA,NA,NA,FALSE,NA
9393,Wales,Wales,NA,NA,NA,FALSE,Wales
9394,NA,NA,NA,NA,NA,FALSE,NA
9395,Guinea; Papua New Guinea,NA,Guinea; Papua New Guinea,NA,NA,FALSE,Guinea; Papua New Guinea
9396,NA,NA,NA,NA,NA,FALSE,NA
9397,NA,NA,NA,NA,NA,FALSE,NA
9398,NA,NA,NA,NA,NA,FALSE,NA
9399,NA,NA,NA,NA,NA,FALSE,NA
9400,NA,NA,NA,NA,NA,FALSE,NA
9401,NA,NA,NA,NA,NA,FALSE,NA
9402,NA,NA,NA,NA,delta,TRUE,delta
9403,NA,NA,NA,NA,NA,FALSE,NA
9404,NA,NA,NA,NA,NA,FALSE,NA
9405,Italy; Spain; Greece; Turkey; France,Italy; Spain; Greece; France,Turkey,NA,mediterranean; marine; protected area,FALSE,Italy; Spain; Greece; Turkey; France; mediterranean; marine; protected area
9406,NA,NA,NA,NA,mangrove,TRUE,mangrove
9407,NA,NA,NA,NA,NA,TRUE,NA
9408,NA,NA,NA,NA,NA,FALSE,NA
9409,NA,NA,NA,NA,NA,TRUE,NA
9410,NA,NA,NA,NA,NA,TRUE,NA
9411,NA,NA,NA,europe,NA,FALSE,europe
9412,Netherlands; Slovenia,Netherlands; Slovenia,NA,NA,NA,FALSE,Netherlands; Slovenia
9413,NA,NA,NA,NA,NA,FALSE,NA
9414,NA,NA,NA,NA,NA,FALSE,NA
9415,NA,NA,NA,NA,NA,FALSE,NA
9416,NA,NA,NA,NA,NA,FALSE,NA
9417,NA,NA,NA,NA,NA,FALSE,NA
9418,NA,NA,NA,NA,NA,FALSE,NA
9419,NA,NA,NA,NA,NA,FALSE,NA
9420,NA,NA,NA,NA,NA,FALSE,NA
9421,NA,NA,NA,NA,NA,FALSE,NA
9422,NA,NA,NA,NA,NA,FALSE,NA
9423,Brazil,NA,Brazil,NA,aquatic; estuarine; river; stream; atlantic forest,FALSE,Brazil; aquatic; estuarine; river; stream; atlantic forest
9424,NA,NA,NA,NA,NA,FALSE,NA
9425,NA,NA,NA,NA,NA,FALSE,NA
9426,USA,USA,NA,NA,NA,FALSE,USA
9427,China,NA,China,NA,plateau,TRUE,China; plateau
9429,NA,NA,NA,NA,marine,FALSE,marine
9430,NA,NA,NA,NA,NA,FALSE,NA
9431,NA,NA,NA,NA,NA,FALSE,NA
9432,NA,NA,NA,NA,marine,TRUE,marine
9433,USA,USA,NA,NA,NA,FALSE,USA
9435,Iran,NA,Iran,NA,NA,FALSE,Iran
9436,NA,NA,NA,NA,NA,FALSE,NA
9437,NA,NA,NA,NA,NA,FALSE,NA
9438,NA,NA,NA,NA,NA,FALSE,NA
9439,NA,NA,NA,NA,NA,TRUE,NA
9440,NA,NA,NA,NA,NA,TRUE,NA
9441,NA,NA,NA,NA,NA,FALSE,NA
9442,NA,NA,NA,NA,NA,FALSE,NA
9443,NA,NA,NA,NA,NA,FALSE,NA
9445,NA,NA,NA,NA,NA,FALSE,NA
9446,Thailand,NA,Thailand,NA,NA,TRUE,Thailand
9447,NA,NA,NA,NA,NA,FALSE,NA
9448,China,NA,China,NA,NA,FALSE,China
9449,NA,NA,NA,NA,NA,TRUE,NA
9450,UK,UK,NA,NA,arid; tropical,FALSE,UK; arid; tropical
9451,NA,NA,NA,NA,NA,FALSE,NA
9452,NA,NA,NA,NA,NA,TRUE,NA
9453,NA,NA,NA,NA,NA,FALSE,NA
9454,NA,NA,NA,NA,NA,FALSE,NA
9455,NA,NA,NA,NA,NA,FALSE,NA
9456,NA,NA,NA,NA,NA,FALSE,NA
9457,NA,NA,NA,NA,NA,FALSE,NA
9458,NA,NA,NA,NA,NA,FALSE,NA
9459,NA,NA,NA,NA,NA,TRUE,NA
9460,PRC; Venezuela,NA,PRC; Venezuela,NA,NA,FALSE,PRC; Venezuela
9461,NA,NA,NA,NA,marine,FALSE,marine
9463,Malaysia,NA,Malaysia,NA,national park,FALSE,Malaysia; national park
9464,NA,NA,NA,NA,NA,FALSE,NA
9465,NA,NA,NA,NA,NA,TRUE,NA
9466,NA,NA,NA,NA,NA,TRUE,NA
9467,Thailand,NA,Thailand,NA,marine,FALSE,Thailand; marine
9468,NA,NA,NA,NA,tropical,FALSE,tropical
9469,NA,NA,NA,NA,boreal,FALSE,boreal
9470,NA,NA,NA,NA,NA,FALSE,NA
9471,NA,NA,NA,NA,NA,FALSE,NA
9472,NA,NA,NA,NA,NA,TRUE,NA
9473,India,NA,India,NA,NA,FALSE,India
9474,NA,NA,NA,europe,NA,FALSE,europe
9475,NA,NA,NA,NA,NA,FALSE,NA
9477,NA,NA,NA,NA,NA,FALSE,NA
9478,Poland,Poland,NA,NA,reservoir,FALSE,Poland; reservoir
9479,NA,NA,NA,NA,NA,FALSE,NA
9480,US,US,NA,NA,NA,FALSE,US
9481,NA,NA,NA,NA,marine,TRUE,marine
9482,NA,NA,NA,NA,aquatic,FALSE,aquatic
9483,Italy,Italy,NA,NA,marine,FALSE,Italy; marine
9484,NA,NA,NA,NA,NA,FALSE,NA
9485,NA,NA,NA,NA,NA,FALSE,NA
9486,NA,NA,NA,NA,NA,FALSE,NA
9487,Peru; Ecuador; Colombia; Bolivia; Chile; Argentina,NA,Peru; Ecuador; Colombia; Bolivia; Chile; Argentina,NA,andean,FALSE,Peru; Ecuador; Colombia; Bolivia; Chile; Argentina; andean
9488,NA,NA,NA,NA,NA,FALSE,NA
9489,NA,NA,NA,NA,NA,FALSE,NA
9490,NA,NA,NA,NA,NA,FALSE,NA
9491,Czech Republic,Czech Republic,NA,NA,NA,FALSE,Czech Republic
9492,Brazil,NA,Brazil,NA,NA,TRUE,Brazil
9493,Australia; New Zealand; Chile; Colombia; South Africa,Australia; New Zealand,Chile; Colombia; South Africa,australia; africa,NA,FALSE,Australia; New Zealand; Chile; Colombia; South Africa; australia; africa
9494,NA,NA,NA,NA,NA,FALSE,NA
9495,NA,NA,NA,NA,NA,FALSE,NA
9496,NA,NA,NA,NA,NA,FALSE,NA
9497,NA,NA,NA,NA,NA,TRUE,NA
9499,NA,NA,NA,NA,marine,TRUE,marine
9500,Sri Lanka,NA,Sri Lanka,NA,sri lanka,TRUE,Sri Lanka; sri lanka
9501,Brazil,NA,Brazil,south america,tropical; dry forest; caatinga,FALSE,Brazil; south america; tropical; dry forest; caatinga
9502,NA,NA,NA,NA,NA,FALSE,NA
9503,NA,NA,NA,NA,delta,FALSE,delta
9504,NA,NA,NA,NA,NA,FALSE,NA
9505,NA,NA,NA,NA,NA,FALSE,NA
9506,NA,NA,NA,NA,NA,TRUE,NA
9507,NA,NA,NA,NA,NA,FALSE,NA
9508,New Zealand,New Zealand,NA,NA,NA,FALSE,New Zealand
9509,United States,United States,NA,NA,NA,FALSE,United States
9511,NA,NA,NA,NA,NA,FALSE,NA
9512,NA,NA,NA,NA,NA,TRUE,NA
9513,NA,NA,NA,NA,NA,FALSE,NA
9514,NA,NA,NA,NA,NA,TRUE,NA
9515,NA,NA,NA,NA,NA,FALSE,NA
9517,NA,NA,NA,NA,NA,FALSE,NA
9518,NA,NA,NA,NA,orchard; valley,FALSE,orchard; valley
9519,USA,USA,NA,NA,NA,FALSE,USA
9520,NA,NA,NA,NA,NA,FALSE,NA
9521,Thailand,NA,Thailand,NA,NA,FALSE,Thailand
9522,Cameroon,NA,Cameroon,NA,NA,TRUE,Cameroon
9523,NA,NA,NA,NA,NA,TRUE,NA
9524,NA,NA,NA,NA,NA,FALSE,NA
9525,NA,NA,NA,NA,NA,FALSE,NA
9526,NA,NA,NA,NA,NA,FALSE,NA
9527,England; U.A.E.,England,U.A.E.,NA,NA,FALSE,England; U.A.E.
9528,NA,NA,NA,NA,NA,TRUE,NA
9529,NA,NA,NA,NA,cerrado,FALSE,cerrado
9530,NA,NA,NA,NA,NA,TRUE,NA
9531,NA,NA,NA,NA,desert,TRUE,desert
9532,NA,NA,NA,NA,freshwater; marine,FALSE,freshwater; marine
9533,NA,NA,NA,NA,NA,TRUE,NA
9534,Indonesia,NA,Indonesia,NA,NA,FALSE,Indonesia
9535,NA,NA,NA,NA,marsh; boreal,FALSE,marsh; boreal
9537,Nigeria,NA,Nigeria,NA,river,FALSE,Nigeria; river
9538,NA,NA,NA,NA,marine,TRUE,marine
9539,China,NA,China,NA,NA,FALSE,China
9541,NA,NA,NA,NA,tropical,FALSE,tropical
9542,NA,NA,NA,NA,mangrove,FALSE,mangrove
9543,NA,NA,NA,NA,NA,FALSE,NA
9544,NA,NA,NA,NA,NA,FALSE,NA
9546,NA,NA,NA,NA,NA,FALSE,NA
9547,NA,NA,NA,NA,desert,FALSE,desert
9549,Brazil,NA,Brazil,NA,NA,FALSE,Brazil
9550,NA,NA,NA,NA,NA,TRUE,NA
9551,NA,NA,NA,NA,NA,TRUE,NA
9552,NA,NA,NA,NA,NA,FALSE,NA
9553,NA,NA,NA,NA,marine,FALSE,marine
9555,China,NA,China,NA,NA,FALSE,China
9556,NA,NA,NA,NA,NA,FALSE,NA
9557,NA,NA,NA,NA,NA,FALSE,NA
9559,NA,NA,NA,NA,NA,FALSE,NA
9560,NA,NA,NA,NA,reservoir,FALSE,reservoir
9562,NA,NA,NA,NA,NA,FALSE,NA
9563,Antarctica,NA,Antarctica,antarctica,NA,FALSE,Antarctica; antarctica
9564,NA,NA,NA,NA,NA,FALSE,NA
