"","label","abstract","publication_type","authors","book_authors","book_editors","book_group_authors","author_full_names","book_author_full_names","group_authors","article_title","source_title","book_series_title","book_series_subtitle","language","document_type","conference_title","conference_date","conference_location","conference_sponsor","conference_host","author_keywords","keywords_plus","addresses","affiliations","reprint_addresses","email_addresses","researcher_ids","orci_ds","funding_orgs","funding_name_preferred","funding_text","cited_references","cited_reference_count","times_cited_wo_s_core","times_cited_all_databases","x180_day_usage_count","since_2013_usage_count","publisher","publisher_city","publisher_address","issn","e_issn","isbn","journal_abbreviation","journal_iso_abbreviation","publication_date","publication_year","volume","issue","part_number","supplement","special_issue","meeting_abstract","start_page","end_page","article_number","doi","doi_link","book_doi","early_access_date","number_of_pages","wo_s_categories","web_of_science_index","research_areas","ids_number","pubmed_id","open_access_designations","highly_cited_status","hot_paper_status","date_of_export","ut_unique_wos_id","web_of_science_record","id","predicted_label"
"115","Review","This chapter focuses on the relatively new field of research on endophytic fungi of trees that directly improve plant growth. Endophytic fungi of Scots pine and Norway spruce enhance root development of seedlings and cuttings. Endophytic yeast strains isolated from poplar trees can increase overall growth of not only poplar but also of crop plants. Both groups of endophytic fungi were shown to produce plant hormones. This chapter provides a brief review of these few cases in which endophytic fungi of trees were shown to directly increase plant growth and it serves as a call for more research into this important area.","S","Doty, SL",NA,"Pirttila, AM; Frank, AC","","Doty, Sharon Lafferty",NA,NA,"Growth-Promoting Endophytic Fungi of Forest Trees","ENDOPHYTES OF FOREST TREE: BIOLOGY AND APPLICATIONS","Forestry Sciences",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0924-5480","1875-1334","978-94-007-1598-1",NA,NA,"",2011,80,"",NA,"","",NA,"151","156","","10.1007/978-94-007-1599-8_9","http://dx.doi.org/10.1007/978-94-007-1599-8_9","10.1007/978-94-007-1599-8","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000294391600009","View Full Record in Web of Science",325,NA
"116","Review","Agricultural productivity suffers a heavy loss due to plant pathogens, insect pests and various abiotic stresses. Agriculture being the world's largest economic sector, it is the need of time to find and establish the ideal strategy for sustainable agriculture and improvement in crop growth. Endophytes are microorganisms that asymptomatically grow within the plant tissues without causing any disease to the host. Endophytic fungi live in symbiotic association with plants and play an important role in plant growth promotion, higher seed yield and plants resistant to various biotic, abiotic stresses and diseases. Many are able to produce antimicrobial compounds, plant growth hormones and various agrochemical bioactive metabolites. These mycoendophytes hold enormous potential for the development of eco-friendly and economically viable agricultural products. In this review we focused on the endophytic fungi recovered from different medicinal plants, their active principles involved in plant growth enhancement and the applications of fungal endophytes in agriculture. Moreover, we also discussed about endophytic fungi and their pragmatic approach towards sustainable food and agriculture.","J","Rai, M; Rathod, D; Agarkar, G; Dar, M; Brestic, M; Pastore, GM; Marostica, MR Jr",NA,"","","Rai, Mahendra; Rathod, Dnyaneshwar; Agarkar, Gauravi; Dar, Mudasir; Brestic, Marian; Pastore, Glaucia Maria; Marostica Junior, Mario Roberto",NA,NA,"Fungal growth promotor endophytes: a pragmatic approach towards sustainable food and agriculture","SYMBIOSIS","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"Junior, Mario Roberto Marostica/P-5936-2018; University, Sant Gadge Baba Amravati/AAN-5820-2021; Rai, Mahendra/ABG-6511-2021; Brestic, Marian/A-8263-2012; Rai, Mahendra/AAG-3336-2019","Junior, Mario Roberto Marostica/0000-0001-8877-3160; University, Sant Gadge Baba Amravati/0000-0002-3759-6755; Brestic, Marian/0000-0003-3470-6100; Rai, Mahendra/0000-0003-0291-0422; Brestic, Marian/0000-0002-6597-7838; Dar, Mudasir A./0000-0001-6063-3385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0334-5114","1878-7665","",NA,NA,"FEB",2014,62,"2",NA,"","",NA,"63","79","","10.1007/s13199-014-0273-3","http://dx.doi.org/10.1007/s13199-014-0273-3","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000334425700001","View Full Record in Web of Science",326,NA
"117","Review","With more than 110,000 varieties of rice, it is a sustainable source of energy for almost half of the human population. Rice production has seen exponential growth with time; as of now, it is the third highest-produced agricultural commodity. However, the recent climate changes have gravely affected rice cultivation, leaving future production skeptical. In such atypical circumstances, the utilization of a unique symbiotic association of endophytic fungi and plants represents a sustainable alternative. Endophytic fungi are of crucial importance to the nutrient cycle of the plant, and it can be anticipated that no synthetic molecule can provide the plant with such a wide range of benefits. Over the last decade, numerous studies have reported the ability of endophytic fungi to colonize rice plants successfully. These endophytes exhibit various properties, such as phytohormone production, mineral solubilization, and siderophore production. In addition, they also compensate for environ-mental constraints. This review highlights the work using endophytic fungi to improve rice cultivation over the last decade. The plant growth-promoting attributes of endophytic fungi, their role, and their effect under major abiotic stresses on different varieties of rice plants are discussed.","J","Sodhi, GK; Saxena, S",NA,"","","Sodhi, Gurleen Kaur; Saxena, Sanjai",NA,NA,"Plant growth promotion and abiotic stress mitigation in rice using endophytic fungi: Advances made in the last decade","ENVIRONMENTAL AND EXPERIMENTAL BOTANY","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"Saxena, Sanjai/E-5667-2012","Saxena, Sanjai/0000-0003-0025-8362; Sodhi, Gurleen Kaur/0000-0001-6585-9578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0098-8472","1873-7307","",NA,NA,"MAY",2023,209,"",NA,"","",NA,"","","105312","10.1016/j.envexpbot.2023.105312","http://dx.doi.org/10.1016/j.envexpbot.2023.105312","","23-Mar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000966540800001","View Full Record in Web of Science",327,NA
"118","Presence","A new species of endophytic fungi, described herein as Chrysofolia barringtoniae, was isolated from leaves of Barringtonia acutangula in Lampang Province, Thailand. Morphological investigations revealed that its conidia are shorter than in Chrysofolia colombiana. Phylogenetic analyses also support the morphological results. A description and an illustration of C. barringtoniae are provided. (C) 2016 The Mycological Society of Japan. Published by Elsevier B.V. All rights reserved.","J","Suwannarach, N; Kumla, J; Sri-Ngernyuang, K; Lumyong, S",NA,"","","Suwannarach, Nakarin; Kumla, Jaturong; Sri-Ngernyuang, Kriangsak; Lumyong, Saisamorn",NA,NA,"A new endophytic fungus, Chrysofolia barringtoniae sp nov., from Thailand","MYCOSCIENCE","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"Suwannarach, Nakarin/P-6078-2019","Suwannarach, Nakarin/0000-0002-2653-1913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1340-3540","1618-2545","",NA,NA,"SEP",2016,57,"5",NA,"","",NA,"361","365","","10.1016/j.myc.2016.06.003","http://dx.doi.org/10.1016/j.myc.2016.06.003","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000381010200008","View Full Record in Web of Science",380,NA
"119","Presence","During a survey of endophytic fungi in the cucurbit plants collected from Henan, China, a new species, Phialemoniopsis endophytica was isolated from the lower stem of Luffa cylindrica. It differs from other Phialemoniopsis species by its cylindrical to flask-shaped phialides, falcate conidia with blunt ends, ostiolate pycnidium-like conidiomata without marginal setae and ellipsoidal chlamydospores. Multi-locus (ITS, LSU, ACT, and TUB) phylogenetic analysis confirmed that P. endophytica is distinct from other species. A synopsis of the morphological characters of the new species is provided.","J","Su, L; Deng, H; Niu, YC",NA,"","","Su, Lei; Deng, Hui; Niu, Yong-Chun",NA,NA,"Phialemoniopsis endophytica sp nov., a new species of endophytic fungi from Luffa cylindrica in Henan, China","MYCOLOGICAL PROGRESS","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"Su, Lei/AAZ-9766-2021","Su, Lei/0000-0002-8555-3135; Deng, Hui/0000-0002-6517-7937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1617-416X","1861-8952","",NA,NA,"MAY",2016,15,"5",NA,"","",NA,"","","48","10.1007/s11557-016-1189-5","http://dx.doi.org/10.1007/s11557-016-1189-5","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000375529500006","View Full Record in Web of Science",381,NA
"120","Presence","Endophytic fungi viz., Nigrospora sphaerica (E1 and E6), Suhrarnaniula cristata (E7), and Polycephalomyces sinensis (E8 and E10) were isolated from the medicinal plant, Shirazi thyme (Zataria Multifora). In in vitro tests, these endophytes inhibited the mycelial growth of llorursporcucus cannonballus, a plant pathogenic fungus. Morphological abnormalities in the hyphae of M. cannonballus at the edge of the inhibition zone in dual cultures with N. sphaerica were observed. The culture filtrates of these endophytes caused leakage of electrolytes from the mycelium of M. cannoballus. To our knowledge, this is the first report on the isolation and characterization of fungal endophytes from Z. multiflora as well as their antifungal effect on M. cannonballus.","J","Al-Badi, RS; Karunasinghe, TG; Al-Sadi, AM; Al-Mahmooli, IH; Velazhahan, R",NA,"","","Al-Badi, Rahil Said; Karunasinghe, Thamodini Gaya; Al-Sadi, Abdullah Mohammed; Al-Mahmooli, Issa Hashil; Velazhahan, Rethinasamy",NA,NA,"In vitro Antagonistic Activity of Endophytic Fungi Isolated from Shirazi Thyme (Zataria multiflora Boiss.) against Monosporascus cannonballus","POLISH JOURNAL OF MICROBIOLOGY","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"Al-Sadi, Abdullah M./D-6766-2012; Rethinasamy, Velazhahan/AAY-9875-2021","Al-Sadi, Abdullah M./0000-0002-3419-8268;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1733-1331","2544-4646","",NA,NA,"",2020,69,"3",NA,"","",NA,"379","383","","10.33073/pjm-2020-029","http://dx.doi.org/10.33073/pjm-2020-029","","",NA,NA,NA,NA,NA,32755083,NA,NA,NA,NA,"WOS:000572919600014","View Full Record in Web of Science",382,NA
"121","Presence","Paraphaeosphaeria genus includes plant pathogens or biocontrol agents as well as bioremediators and endophytic fungi. Paraphaeosphaeria sporulosa 10515 was isolated in 2013 as an endophyte of Festuca spp. collected on Mount Etna at 1,832 meters above sea level. Here, we present the first-draft whole-genome sequence of a P. sporulosa endophytic isolate. This data will be useful for future research on understanding the genetic bases of endophytism.","J","Baroncelli, R; Da Lio, D; Vannacci, G; Sarrocco, S",NA,"","","Baroncelli, Riccardo; Da Lio, Daniele; Vannacci, Giovanni; Sarrocco, Sabrina",NA,NA,"Genome Resources for the Endophytic Fungus Paraphaeosphaeria sporulosa","MOLECULAR PLANT-MICROBE INTERACTIONS","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"Sarrocco, Sabrina/H-6191-2015; Baroncelli, Riccardo/L-2598-2014; Vannacci, Giovanni/ABD-3672-2020","Sarrocco, Sabrina/0000-0002-7080-8369; Baroncelli, Riccardo/0000-0002-5878-1159; Vannacci, Giovanni/0000-0001-8218-6029; Da Lio, Daniele/0000-0002-9222-9501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0894-0282","1943-7706","",NA,NA,"SEP",2020,33,"9",NA,"","",NA,"1098","1099","","10.1094/MPMI-04-20-0097-A","http://dx.doi.org/10.1094/MPMI-04-20-0097-A","","",NA,NA,NA,NA,NA,32552350,NA,NA,NA,NA,"WOS:000566690300003","View Full Record in Web of Science",383,NA
"122","Presence","Foliar endophytic fungi (FEF) are diverse and ubiquitously associated with photosynthetic land plants. However, processes shaping FEF assemblages remain poorly understood. Previous studies have indicated that host identity and host habitat are contributing factors, but these factors are often difficult to disentangle. In this study, we studied FEF assemblages from plants grown in a botanical garden, enabling us to minimize the variation in abiotic environmental conditions and fungal dispersal capacity. FEF assemblages from 46 Ficus species were sequenced using next-generation methods, and the results indicated that closely related host species had clearly differentiated FEF assemblages. Furthermore, host phylogenetic proximity was significantly correlated with the similarity of their FEF assemblages. In the canonical correspondence analysis, eleven leaf traits explained 32.9% of the total variation in FEF assemblages, whereas six traits (specific leaf area, leaf N content, leaf pH, toughness, latex alkaloid content, and latex volume per leaf area) were significant in the first two dimensions of ordination space. In the multiple regression on distance matrix analysis, 21.0% of the total variance in FEF assemblage was explained by both host phylogeny and leaf traits while phylogeny alone explained 7.9% of the variance. Thus, our findings suggest that both evolutionary and ecological processes are involved in shaping FEF assemblages.","J","Liu, JW; Zhao, J; Wang, G; Chen, J",NA,"","","Liu, Junwei; Zhao, Jin; Wang, Gang; Chen, Jin",NA,NA,"Host identity and phylogeny shape the foliar endophytic fungal assemblages of Ficus","ECOLOGY AND EVOLUTION","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"wang, gang/ITT-0670-2023; Lu, Jianhong/IYT-3322-2023; Jiang, Cheng/JHU-0179-2023","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2045-7758","","",NA,NA,"SEP",2019,9,"18",NA,"","",NA,"10472","10482","","10.1002/ece3.5568","http://dx.doi.org/10.1002/ece3.5568","","AUG 2019",NA,NA,NA,NA,NA,31624561,NA,NA,NA,NA,"WOS:000481062000001","View Full Record in Web of Science",384,NA
"123","Review","A selection of the established and recently characterized alkaloids from the exploration of plant- and some marine-associated endophytic fungi is reviewed, with reference to alkaloids of biological significance.","J","Daley, SK; Cordell, GA",NA,"","","Daley, Sharna-kay; Cordell, Geoffrey A.",NA,NA,"Biologically Significant and Recently Isolated Alkaloids from Endophytic Fungi","JOURNAL OF NATURAL PRODUCTS","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"","Cordell, Geoffrey/0000-0003-2536-3097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0163-3864","1520-6025","",NA,NA,"MAR 26",2021,84,"3",NA,"","SI",NA,"871","897","","10.1021/acs.jnatprod.0c01195","http://dx.doi.org/10.1021/acs.jnatprod.0c01195","","FEB 2021",NA,NA,NA,NA,NA,33534564,NA,NA,NA,NA,"WOS:000635469000032","View Full Record in Web of Science",385,NA
"124","Review","Endophytes are organisms inhabiting the living plant organs at some time in their life, without causing apparent harm to the host. Endophytic fungi, which have been widely studied in various geographical and climatic zones, are ubiquitous and occur within all examined plants including a broad range of host orders, families, genera, and species in diverse ecosystems. DNA fingerprinting and sequencing techniques employed in the population genetic diversity and in the detection and identification of endophytic fungi are summarized in this chapter.","B","Guo, LD",NA,"Gherbawy, Y; Voight, K","","Guo, Liang-Dong",NA,NA,"Molecular Diversity and Identification of Endophytic Fungi","MOLECULAR IDENTIFICATION OF FUNGI","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","978-3-642-05041-1",NA,NA,"",2010,NA,"",NA,"","",NA,"277","296","","10.1007/978-3-642-05042-8_13","http://dx.doi.org/10.1007/978-3-642-05042-8_13","10.1007/978-3-642-05042-8","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000276159000013","View Full Record in Web of Science",386,NA
"125","Other","Swainsonine (SW,1), a unique indolizine with poly-hydroxyl groups, was re-isolated from the plant endophytic fungusAlternaria oxytropis.The structure (including planar structure and relative configuration) was systematically elucidated by NMR spectra (including(1)H,C-13,H-1-H-1 COSY, HMQC, HMBC, and NOESY spectra in DMSO-d(6)and in CD3OD);H-1 NMR spectra of the modified Mosher's products were first used to determine the absolute configuration of SW. More importantly, the complex coupled features of H-7 alpha, H-7 beta, and H-6 alpha in the(1)H NMR spectrum of (1) were analyzed in details, which will provide aids for the planar and relative configuration determination of analogs.","J","Tan, XM; Wang, YD; Liu, ZL; Liu, LL; Yu, M; Ding, G",NA,"","","Tan, Xiangmei; Wang, Yanduo; Liu, Zhenliang; Liu, Liliang; Yu, Meng; Ding, Gang",NA,NA,"Systematical NMR analysis of swainsonine, a mycotoxin from endophytic fungusAlternaria oxytropis","MAGNETIC RESONANCE IN CHEMISTRY","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"tan, xiangmei/GZA-7369-2022","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0749-1581","1097-458X","",NA,NA,"JAN",2021,59,"1",NA,"","",NA,"16","22","","10.1002/mrc.5098","http://dx.doi.org/10.1002/mrc.5098","","SEP 2020",NA,NA,NA,NA,NA,32910519,NA,NA,NA,NA,"WOS:000569517900001","View Full Record in Web of Science",702,"Absence"
"126","Both","Endophytic fungi live symbiotically in the tissues of plants. Although a large amount of evidence suggests a mutualistic role for vertically transmitted endophytic fungi in agronomic grasses, the role of horizontally transmitted endophytic fungi as mutualists has been challenged. Recent studies, however, have shown that horizontally transmitted endophytic fungi can act as mutualists to their plant hosts by providing defense against pathogens and defoliators. In particular, several experimental studies have shown that endophytic fungi interact negatively with leaf-cutting ants and their fungal cultivar, but these studies were performed under laboratory conditions. Using field colonies of Atta colombica in Central Panama, we measured the fungal endophyte content in the forage material of leaf-cutting ants and compared it to ambient endophyte levels. We then used the collected data to model the area of plant material containing endophytes that enters a mature colony daily. We found that mature colonies collect leaf material that is 20% lower in endophyte abundance than surrounding leaves. A similar pattern was observed for newly emerged colonies. Our model suggests that via ant foraging preferences, leaf-cutting ants reduce the possible area of material containing endophytes entering the colony by 33%. Our results provide further evidence for a negative interaction between leaf-cutting ants and horizontally transmitted endophytes, suggesting that fungal endophytes have a defensive role in tropical plants by influencing leaf-cutting ant foraging preferences.","J","Coblentz, KE; Van Bael, SA",NA,"","","Coblentz, Kyle E.; Van Bael, Sunshine A.",NA,NA,"Field colonies of leaf-cutting ants select plant materials containing low abundances of endophytic fungi","ECOSPHERE","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"Coblentz, Kyle/AAU-5549-2021; Van Bael, Sunshine/K-1930-2019; Van Bael, Sunshine/M-5370-2019","Coblentz, Kyle/0000-0002-0069-8491; Van Bael, Sunshine/0000-0001-7317-3533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2150-8925","","",NA,NA,"MAY",2013,4,"5",NA,"","",NA,"","","66","10.1890/ES13-00012.1","http://dx.doi.org/10.1890/ES13-00012.1","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000327308300015","View Full Record in Web of Science",89,"Both"
"127","Both","The giant panda (Ailuropoda melanoleuca), one of the most threatened mammalian species in the world, has adapted to herbivorous diet consisting mainly of bamboo (Poaceae: Bambusoidea). The most acute threats to the survival of the giant panda are habitat loss and fragmentation. However, changes in habitat may influence also the quality of giant panda diet through the bamboo species composition as well as their symbiotic leaf endophytes and plant chemical properties. Here we explore species composition and frequency of endophytic fungi and silica content in different bamboo species in the range of giant panda habitat in relation to panda food preference. Silica content of the bamboos varied from 3.7 g/kg to 45.7 g/kg and did not correlate with panda preference and altitudinal gradient. Systemic and vertically in seeds transmitted fungal endophytes or bacterial endophytes were not detected in bamboo leaves. Nearly half of the identified endophytic fungi belonged to genus Arthrinium. Pandas preferred bamboo species naturally occurring in higher altitudes. Furthermore, the total amount of endophytes tended to be lower in samples collected from bamboos in higher altitudes. This draws attention to the importance of more detailed studies on the endophytic fungi-bamboo-panda trophic interactions and the effect of land use and climate change on conservation programs of giant panda.","J","Helander, M; Jia, R; Huitu, O; Sieber, TN; Jia, J; Niemelä, P; Saikkonen, K",NA,"","","Helander, M.; Jia, R.; Huitu, O.; Sieber, T. N.; Jia, J.; Niemela, P.; Saikkonen, K.",NA,NA,"Endophytic fungi and silica content of different bamboo species in giant panda diet","SYMBIOSIS","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"Sieber, Thomas/JBJ-5736-2023","Helander, Marjo/0000-0002-9759-4321; Huitu, Otso/0000-0003-3829-1213; Saikkonen, Kari/0000-0001-5203-9984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0334-5114","1878-7665","",NA,NA,"SEP",2013,61,"1",NA,"","",NA,"13","22","","10.1007/s13199-013-0253-z","http://dx.doi.org/10.1007/s13199-013-0253-z","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000325701600002","View Full Record in Web of Science",135,"Both"
"128","Presence","Foliar fungal endophytes are ubiquitous, but understudied symbionts of most plant species; relatively little is known about the factors affecting their occurrence, diversity and abundance. We tested the effects of soil nutrient content and arbuscular mycorrhizal (AM) colonization on the occurrence of foliar endophytic fungi in Cirsium arvense in two field studies. In the first study, we assessed relationships between soil moisture, organic matter, carbon and nitrogen content and plant water, nitrogen and carbon content and AM colonization and the occurrence of foliar endophytic fungal species. In the second study, we manipulated soil nutrient content and AM colonization of potted seedlings and identified differences in endophytic fungal species composition of the leaves and stems. The results reveal that endophytes can occur either more or less frequently, de-pending on soil nutrient and plant water content and AM colonization. We propose that these patterns were the result of differences in fungal growth responses to nutrient availability in the leaves, which can be affected by resources obtained from the soil or symbiotic fungi in the roots. (C) 2010 The British Mycological Society. Published by Elsevier Ltd. All rights reserved.","J","Eschen, R; Hunt, S; Mykura, C; Gange, AC; Sutton, BC",NA,"","","Eschen, Rene; Hunt, Stephanie; Mykura, Charlotte; Gange, Alan C.; Sutton, Brian C.",NA,NA,"The foliar endophytic fungal community composition in Cirsium arvense is affected by mycorrhizal colonization and soil nutrient content","FUNGAL BIOLOGY","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1878-6146","1878-6162","",NA,NA,"NOV-DEC",2010,114,"11-12",NA,"","",NA,"991","998","","10.1016/j.funbio.2010.09.009","http://dx.doi.org/10.1016/j.funbio.2010.09.009","","",NA,NA,NA,NA,NA,21036343,NA,NA,NA,NA,"WOS:000284734500011","View Full Record in Web of Science",130,"Both"
"129","Presence","Dust storms have major effects on terrestrial ecosystems through the long-distance transport and deposition of particulate matter. It is unclear how dust deposition affects plant-associated microbiomes in downwind ecosystems. Here we show that dust deposition may negatively influence the isolation, richness, and diversity of endophytic fungal communities of Persian oak. We used culture-based methods paired with Sanger sequencing to examine these effects on fungal assemblages isolated from leaf, branch and deposited dust. Increased amounts of dust deposition led to decreased endophytic fungal diversity in plant tissues but increased fungal diversity in deposited dust layers on leaves. Dust deposition decreased the abundance of a dominant endophyte in branches with promising biocontrol properties. Endophytic fungal communities found in leaves were more similar to fungal assemblages of deposited dust in comparison to branch endophytes. Our results suggest that dust storms may have ecosystem-wide effects by altering the fungal microbiomes of forest-forming trees. (C) 2017 Elsevier Ltd and British Mycological Society. All rights reserved.","J","Doust, NH; Akbarinia, M; Safaie, N; Yousefzadeh, H; Bálint, M",NA,"","","Doust, Niloufar Hagh; Akbarinia, Moslem; Safaie, Naser; Yousefzadeh, Hamed; Balint, Miklos",NA,NA,"Community analysis of Persian oak fungal microbiome under dust storm conditions","FUNGAL ECOLOGY","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"Hagh Doust, Niloufar/HPG-4669-2023; Safaie, Naser/E-1269-2018; Akbarinia, Moslem/T-5575-2019","Hagh Doust, Niloufar/0000-0003-0616-5829; Safaie, Naser/0000-0001-6065-7010; , hamed/0000-0003-4326-4762; Akbarinia, Moselm/0000-0001-8193-1947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1754-5048","1878-0083","",NA,NA,"OCT",2017,29,"",NA,"","",NA,"1","9","","10.1016/j.funeco.2017.05.002","http://dx.doi.org/10.1016/j.funeco.2017.05.002","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000411305400001","View Full Record in Web of Science",491,"Both"
"130","Review","Cerrado is the second largest biome in Brazil, and it is known for harboring a wide variety of endemic plant and microbial species, among which are endophytic fungi. Endophytic fungi are microorganisms capable of colonizing the interior of plant tissues without causing disease in host plants. Especially in the Cerrado biome, this group of microorganisms is still poorly studied and information on species estimation, ecological and evolutionary importance is not accurate and remains unknown. Also, it is extremely important to emphasize that great part of studies available on Cerrado endophytic fungi are national literature, including master's dissertations, course conclusion works or unpublished doctoral theses. The majority of these studies has highlighted that the endemic plant species are an important habitat for fungal endophytes, and new species have increasingly been described. Due to the lack of international literature on Cerrado endophytic fungi, the present review brings a bibliographic survey on taxonomic diversity and bioprospecting potential of fungal endophytes from a unique environment. This review also emphasizes the importance of studying Brazilian endophytic fungi from Cerrado as a source of new technologies (biofertilizer and biocontroller), since they are secondary metabolite-producing organisms with different biological activities for biotechnological, agricultural and pharmaceutical applications.","J","dos Reis, JBA; do Vale, HMM; Lorenzi, AS",NA,"","","Almeida dos Reis, Jefferson Brendon; Martins do Vale, Helson Mario; Lorenzi, Adriana Sturion",NA,NA,"Insights into taxonomic diversity and bioprospecting potential of Cerrado endophytic fungi: a review exploring an unique Brazilian biome and methodological limitations","WORLD JOURNAL OF MICROBIOLOGY & BIOTECHNOLOGY","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"Lorenzi, Adriana S/H-2164-2013","Sturion Lorenzi, Adriana/0000-0002-2247-0543; Almeida dos Reis, Jefferson Brendon/0000-0002-2768-214X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0959-3993","1573-0972","",NA,NA,"NOV",2022,38,"11",NA,"","",NA,"","","202","10.1007/s11274-022-03386-2","http://dx.doi.org/10.1007/s11274-022-03386-2","","",NA,NA,NA,NA,NA,35999403,NA,NA,NA,NA,"WOS:000843511100002","View Full Record in Web of Science",10,"Review"
"131","Review","Medicines derived mostly from natural sources have played a major role in cancer chemotherapy for over 50 years. Against numerous ailments, plants have served as a source of bioactive compounds for centuries. However, it is not the plants themselves, but the microorganisms associated with them that offer material and products with high therapeutic potential. Endophytes are organisms that colonize internal plant tissues without causing disease symptoms. They constitute an endosymbiotic group of microorganisms which are the source of innovative natural products for use in modern industry, agriculture and medicine, indicating potential therapeutic properties, including anti-cancer and antimicrobial, as well as anti-inflammatory and antioxidant properties. Endophytic fungi are a rich source of bioactive metabolites that can be manipulated to obtain to produce desirable the desired new analogs used in chemotherapy, including: taxol, camptothecin, podophyllotoxin, vinblastine, vincristine, cytochalasin and many others. This review gives provides examples of anti-cancer compound production by endophytic fungi published since 2015.","J","Getinger-Panek, A; Bednarek, I",NA,"","","Getinger-Panek, Agnieszka; Bednarek, Ilona",NA,NA,"Endophytic Fungi as Potential Producers of Anticancer Compounds","ADVANCEMENTS OF MICROBIOLOGY","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"Bednarek, Ilona Anna/HJY-5137-2023","Bednarek, Ilona Anna/0000-0002-3003-5437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0079-4252","2545-3149","",NA,NA,"JUN 1",2022,61,"2",NA,"","",NA,"63","72","","10.2478/am-2022-0006","http://dx.doi.org/10.2478/am-2022-0006","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000834973900001","View Full Record in Web of Science",47,"Review"
