"","label","abstract","authors","book_authors","book_editors","book_group_authors","author_full_names","book_author_full_names","article_title","source_title","book_series_title","book_series_subtitle","language","document_type","conference_title","conference_date","conference_location","conference_sponsor","conference_host","author_keywords","keywords_plus","addresses","affiliations","reprint_addresses","email_addresses","researcher_ids","orci_ds","funding_orgs","funding_name_preferred","funding_text","cited_references","cited_reference_count","times_cited_wo_s_core","times_cited_all_databases","x180_day_usage_count","since_2013_usage_count","publisher","publisher_city","publisher_address","issn","e_issn","isbn","journal_abbreviation","journal_iso_abbreviation","publication_date","publication_year","volume","issue","supplement","special_issue","meeting_abstract","start_page","end_page","article_number","doi","doi_link","book_doi","early_access_date","number_of_pages","wo_s_categories","research_areas","ids_number","pubmed_id","open_access_designations","highly_cited_status","hot_paper_status","date_of_export","ut_unique_wos_id","web_of_science_record","id","predicted_label"
"457","Absence","In a survey of Rubus idaeus, no fungal endophytes were detected in leaves, stems, or roots across three distinct geographic locations. Culturing and molecular analysis confirmed the absence of fungal DNA, highlighting the possibility of endophyte-free species in the Rosaceae family.","",NA,"","","",NA,"","","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,NA,"","","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",457,NA
"458","Review","Fungal endophytes are recognized for their roles in enhancing plant growth, stress resistance, and pathogen defense. However, recent studies have reported instances where fungal endophytes are notably absent in some plant species or tissues, challenging assumptions of their ubiquity. This review synthesizes evidence on the absence of fungal endophytes in specific taxa and ecosystems, exploring potential barriers to colonization, including host-specific chemical defenses, environmental conditions, and evolutionary dynamics. The implications of these findings are discussed in the context of plant-microbe interactions and ecosystem functioning.","",NA,"","","",NA,"","","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,NA,"","","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",458,NA
"459","Review","Endophytic fungi have been studied extensively for their diverse roles in plant health and ecology, yet gaps remain in understanding their absence in certain plants and environments. This review examines global studies reporting the lack of fungal endophytes in particular host plants, focusing on methodological limitations, ecological influences, and plant traits that may inhibit fungal colonization. Additionally, we discuss the evolutionary implications of endophyte absence and its impact on plant-microbe networks.","",NA,"","","",NA,"","","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,NA,"","","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",459,NA
"460","Review","This review explores the ecological and physiological factors underlying the absence of fungal endophytes in some plants. Analyzing over 200 studies, we identify patterns in plant species, tissue types, and environmental conditions where fungal endophytes are consistently absent. We propose a framework to classify plants based on their compatibility with endophytes and highlight research priorities to address the mechanisms behind these absences.","",NA,"","","",NA,"","","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,NA,"","","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",460,NA
"461","Review","Although fungal endophytes are often considered ubiquitous, this review highlights cases where they are absent, either completely or in specific tissues or environments. By synthesizing studies from agriculture, forestry, and natural ecosystems, we investigate the role of host traits, climate, and microbial competition in shaping endophyte distributions. The review also examines the implications of endophyte absence for plant health and resilience in changing climates.","",NA,"","","",NA,"","","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,NA,"","","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",461,NA
"462","Review","The global distribution of fungal endophytes is uneven, with several studies reporting their absence in particular plant species and ecosystems. This review consolidates evidence on endophyte absence, examining the potential ecological, genetic, and biochemical barriers to colonization. We also discuss the broader implications for understanding plant-microbe interactions and the evolution of symbiotic relationships.","",NA,"","","",NA,"","","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,NA,"","","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",462,NA
"463","Review","This comprehensive review examines the factors contributing to the absence of fungal endophytes in certain plant species. We assess the roles of host specificity, tissue type, environmental conditions, and plant biochemistry in determining endophyte presence or absence. Special attention is given to studies that challenge the paradigm of universal endophyte presence, providing a nuanced understanding of plant-fungus interactions.","",NA,"","","",NA,"","","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,NA,"","","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",463,NA
"464","Review","Fungal endophytes are widely recognized for their ecological significance, yet their absence in some plants remains poorly understood. This review synthesizes evidence from studies where endophytes were not detected, examining methodological considerations, environmental influences, and host traits. We discuss the implications of these findings for agricultural systems and natural ecosystems, proposing directions for future research.","",NA,"","","",NA,"","","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,NA,"","","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",464,NA
"465","Review","The absence of fungal endophytes in certain plant species and tissues poses intriguing questions about plant-fungus interactions. This review synthesizes evidence from studies reporting endophyte absence, focusing on methodological rigor, ecological drivers, and host resistance mechanisms. The review also considers the evolutionary context of endophyte absence and its potential implications for plant adaptation.","",NA,"","","",NA,"","","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,NA,"","","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",465,NA
"466","Review","Fungal endophytes are often regarded as ubiquitous symbionts, yet their absence in some systems challenges this notion. This review critically examines the literature on endophyte absence, addressing factors such as host-specific antifungal compounds, ecological constraints, and methodological limitations. The review highlights case studies where plants lack endophytes and discusses their implications for understanding symbiosis.","",NA,"","","",NA,"","","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,NA,"","","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",466,NA
"467","Review","Endophytic fungi have been a focus of ecological and agricultural research, but reports of their absence in specific plants are less understood. This review examines the evidence for endophyte absence, synthesizing data from diverse ecosystems and host species. We explore the roles of plant defenses, habitat conditions, and symbiotic competition in shaping these patterns and their implications for plant health.","",NA,"","","",NA,"","","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,NA,"","","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",467,NA
"468","Review","Fungal endophytes are a rich source of bioactive compounds with significant potential for medicinal applications. This review synthesizes current knowledge on secondary metabolites produced by endophytic fungi, highlighting their roles in antimicrobial, anticancer, anti-inflammatory, and antiviral activities. Special attention is given to breakthroughs in endophyte-derived drugs, such as taxol and other pharmaceuticals. We discuss advancements in genome mining and metabolomics that have accelerated the discovery of novel compounds, as well as challenges in large-scale production and commercialization.","",NA,"","","",NA,"","","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,NA,"","","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",468,NA
"469","Review","The global distribution of fungal endophytes reflects a complex interplay between host plants, environmental factors, and microbial interactions. This review examines patterns of endophyte diversity and composition across biomes, focusing on key drivers such as climate, soil type, and host phylogeny. We also address gaps in geographic and taxonomic sampling, proposing strategies for uncovering the full extent of endophyte biodiversity. The review concludes with insights into how global environmental changes, including deforestation and climate change, may reshape endophyte distributions.","",NA,"","","",NA,"","","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,NA,"","","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",469,NA
"470","Review","Fungal endophytes have emerged as important players in agriculture, offering potential solutions for enhancing crop productivity and resilience. This review explores their roles in plant growth promotion, pathogen suppression, and stress tolerance. We evaluate recent advances in harnessing endophytes for sustainable agriculture, including inoculant development and field applications. Challenges such as host specificity, strain stability, and regulatory hurdles are discussed alongside prospects for integrating endophytes into climate-resilient farming systems.","",NA,"","","",NA,"","","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,NA,"","","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",470,NA
"471","Review","The ecological roles of fungal endophytes extend beyond their host plants, influencing community dynamics and ecosystem processes. This review synthesizes research on the contributions of endophytes to nutrient cycling, herbivory resistance, and plant community structure. We explore how endophytes mediate interactions between plants and other organisms, including herbivores, pathogens, and mutualists. Emerging insights into the context-dependence of these interactions are discussed, providing a framework for understanding the multifunctionality of endophytes in ecosystems.","",NA,"","","",NA,"","","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,NA,"","","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",471,NA
"472","Review","This review provides a comprehensive overview of the evolutionary relationships between fungal endophytes and their host plants. We examine evidence for co-evolutionary patterns, exploring how endophytes have adapted to diverse plant lineages and ecological niches. The roles of horizontal gene transfer, host specificity, and environmental pressures in shaping these relationships are highlighted. The review also discusses the implications of endophyte evolution for understanding symbiosis and microbial diversity.","",NA,"","","",NA,"","","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,NA,"","","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",472,NA
"473","Review","Endophytic fungi are a promising source of biotechnological innovations, particularly in the development of bioactive compounds and sustainable materials. This review surveys recent advances in bioprospecting fungal endophytes for industrial applications, including pharmaceuticals, biofuels, and biodegradable polymers. We discuss the technological tools driving this field, such as genome editing and synthetic biology, and address challenges in scaling up endophyte-based production systems.","",NA,"","","",NA,"","","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,NA,"","","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",473,NA
"474","Review","The role of fungal endophytes in mediating plant responses to climate change is an emerging area of research. This review explores how endophytes influence plant resilience to drought, heat, and other abiotic stresses. We synthesize studies examining the mechanisms underlying these interactions, including hormonal signaling, nutrient acquisition, and oxidative stress mitigation. The review also considers how shifts in endophyte communities due to climate change may affect ecosystem stability and plant adaptation.","",NA,"","","",NA,"","","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,NA,"","","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",474,NA
"475","Review","Fungal endophytes have shown potential as tools for bioremediation in polluted environments. This review highlights studies demonstrating the capacity of endophytes to degrade organic pollutants, tolerate heavy metals, and improve plant growth in contaminated soils. We explore the mechanisms by which endophytes enhance phytoremediation efficiency, including symbiotic stress alleviation and pollutant transformation. The challenges and opportunities of integrating endophytes into large-scale remediation efforts are also discussed.","",NA,"","","",NA,"","","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,NA,"","","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",475,NA
"476","Review","Endophytic fungi exhibit diverse lifestyles and interactions with their host plants, ranging from mutualism to latent pathogenicity. This review examines the factors that determine the nature of these interactions, including host genotype, endophyte identity, and environmental conditions. We propose a continuum model of endophyte-host relationships, highlighting the dynamic nature of these interactions and their implications for plant fitness and ecosystem processes.","",NA,"","","",NA,"","","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,NA,"","","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",476,NA
"477","Review","The discovery of fungal endophytes has significantly expanded our understanding of microbial biodiversity. This review provides a historical perspective on endophyte research, tracing key milestones in their study from early observations to the advent of high-throughput sequencing. We discuss how methodological innovations, such as metagenomics and metabolomics, have transformed the field, uncovering the immense diversity and functional roles of endophytes. Future directions for integrating endophyte research with other disciplines, such as microbiome science and synthetic ecology, are outlined.","",NA,"","","",NA,"","","",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,NA,"","","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",477,NA
"478","Presence","DgCr22.1b, an endophytic isolate of Talaromyces sp., was collected in the Amazonian Rainforest from the medicinal plant Duguetia stelechantha. From the fractionation of the methanolic mycelial extract, a new xanthone dimer talaroxanthone was isolated. The structure of this new compound was elucidated based on spectroscopic analyses including 2D nuclear magnetic resonance (NMR) experiments.","Koolen, HHF; Menezes, LS; Souza, MP; Silva, FMA; Almeida, FGO; de Souza, AQL; Nepel, A; Barison, A; da Silva, FH; Evangelista, DE; de Souza, ADL",NA,NA,NA,"Koolen, Hector H. F.; Menezes, Lais S.; Souza, Mayane P.; Silva, Felipe M. A.; Almeida, Fabiana G. O.; de Souza, Antonia Q. L.; Nepel, Angelita; Barison, Andersson; da Silva, Flvio Henrique; Evangelista, Danilo Elton; de Souza, Afonso D. L.",NA,"Talaroxanthone, a Novel Xanthone Dimer from the Endophytic Fungus <i>Talaromyces</i> sp Associated with <i>Duguetia stelechantha</i> (Diels) R. E. Fries","JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moura Araujo da Silva, Felipe/I-8630-2012; Koolen, Hector/K-5608-2013; Barison, Andersson/F-7134-2012; Nepel, Angelita/J-2796-2016","Moura Araujo da Silva, Felipe/0000-0002-1809-1372; Koolen, Hector/0000-0002-0181-348X; Barison, Andersson/0000-0001-9381-8239; Evangelista, Danilo Elton/0000-0001-7819-7489; Nepel, Angelita/0000-0002-7426-0927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0103-5053","1678-4790",NA,NA,NA,"MAY",2013,24,"5",NA,NA,NA,"880","+",NA,"10.5935/0103-5053.20130104","http://dx.doi.org/10.5935/0103-5053.20130104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000320468200022",NA,2094,NA
"479","Presence","Fungal endophytes do not harm the plant when they live inside the host. Previous studies also showed that the content of some secondary metabolites are correlated to the endophytes within plant. Whether such a mutualistic symbiosis system could be implanted to bio-engineering or not will be an important and exciting problem. Here a fungal endophyte was co-cultured with the cell suspension of Acer ginnnala which is rich in gallich acid to test the problem above. The results showed that the growth of plant cells and the cell vitality decreased after the endophyte added, while gallic acid content increased. It was preliminarily determined that there is a partial competition relationship.","Qi, FH; Zhan, YG; Zeng, FS; Jing, TZ",NA,"Wang, D",NA,"Qi, Fenghui; Zhan, Yaguang; Zeng, Fansuo; Jing, Tianzhong",NA,"Effect of Endophytic Fungi on the Growth Situation in Cell Suspension Cultures of Acer Ginnala Maxim","MATERIALS FOR ENVIRONMENTAL PROTECTION AND ENERGY APPLICATION, PTS 1 AND 2","Advanced Materials Research",NA,NA,NA,NA,"SEP 27-28, 2011","Kuala Lumpur, MALAYSIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1022-6680",NA,"978-3-03785-256-9",NA,NA,NA,2012,NA,NA,NA,NA,NA,"384","+",NA,"10.4028/www.scientific.net/AMR.343-344.384","http://dx.doi.org/10.4028/www.scientific.net/AMR.343-344.384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000309383700068",NA,3737,NA
"480","Presence","Fungal endophytes of the genus Acremonium infect many grass species. They exist in the intercellular spaces of the aerial plant parts, most abundantly in the leaf sheaths. They therefore must obtain all of their nutrients from the apoplastic spaces in the plant. This report is the first comprehensive, biochemically based study of sugar uptake by Acremonium spp. The endophytes (Acremonium typhinum) were isolated from Festuca rubra plants and were grown in culture. Individual colonies were incubated in the presence of [U-C-14] radiolabeled glucose, fructose, or sucrose for 20 minutes and the uptake quantified by scintillation counting. The uptake rates for all three sugars were biphasic, indicating two distinct mechanisms of transport. At low sugar concentrations (below 10 mM) the uptake was saturable and had the characteristics of a carrier-mediated mechanism. At high sugar concentrations (10-100 mM) the uptake was linear suggesting diffusion as the predominant mechanism of uptake. From competition experiments (uptake of labeled sugar in the presence of a different unlabeled sugar) it appeared that there were separate carriers for glucose and fructose. Two mechanisms for sucrose uptake were detected, a sucrose carrier and hexose uptake as a result of cell wall invertase. Cell wall invertase activity of the fungal isolates was inducible by growing the fungi on sucrose containing media.","LAM, CK; BELANGER, FC; WHITE, JF; DAIE, J",NA,NA,NA,"LAM, CK; BELANGER, FC; WHITE, JF; DAIE, J",NA,"MECHANISM AND RATE OF SUGAR UPTAKE BY ACREMONIUM-TYPHINUM, AN ENDOPHYTIC FUNGUS INFECTING FESTUCA-RUBRA - EVIDENCE FOR PRESENCE OF A CELL-WALL INVERTASE IN ENDOPHYTIC FUNGI","MYCOLOGIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"White, James/C-2280-2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0027-5514",NA,NA,NA,NA,"MAY-JUN",1994,86,"3",NA,NA,NA,"408","415",NA,"10.2307/3760573","http://dx.doi.org/10.2307/3760573",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:A1994NZ04600013",NA,3804,NA
"481","Presence","Many plant endophytes produce mycotoxins, but how host genetic variation influences endophyte colonization and mycotoxin production under natural conditions is poorly understood. This interaction has not been fully considered in many previous studies which used controlled experiments with agronomic or model plant species. Here, we investigated this interaction in a naturally occurring forb (a locoweed species) Oxytropis ochrocephala, its symbiotic endophyte Alternaria oxytropis, and the mycotoxin swainsonine. Host genetic variation was characterized by microsatellite markers. Endophyte infection rate and swainsonine levels were determined by PCR and HPLC, respectively. Genetic markers defined two distinct host populations and revealed that host genetics were significantly correlated with geographical location, elevation, and precipitation. As the host diverged, symbiotic interactions were reduced or failed to produce detectable swainsonine in one host population. Host genotype and precipitation had a significant impact in shaping swainsonine production at the population level. This study highlights the effect of host genotype in influencing this interaction in locoweeds.","He, W; Guo, LW; Wang, L; Zhao, QQ; Guo, LZ; Cao, W; Mur, LAJ; Wei, YH",NA,NA,NA,"He, Wei; Guo, Linwei; Wang, Lei; Zhao, Qianqian; Guo, Lizhu; Cao, Wei; Mur, Luis A. J.; Wei, Yahui",NA,"Host Genotype and Precipitation Influence of Fungal Endophyte Symbiosis and Mycotoxin Abundance in a Locoweed","INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"He, Wei/AAE-6419-2020; Mur, Luis/U-1052-2017","He, Wei/0000-0003-1236-3047; Mur, Luis/0000-0002-0961-9817; cao, wei/0000-0001-9615-3754",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1422-0067",NA,NA,NA,"NOV",2019,20,"21",NA,NA,NA,NA,NA,NA,"10.3390/ijms20215285","http://dx.doi.org/10.3390/ijms20215285",NA,NA,NA,NA,NA,NA,31652999,NA,NA,NA,NA,"WOS:000498946100043",NA,5074,NA
"482","Presence","Microbial plant symbionts are widely spread in nature changing the way their hosts interact with their environment. Neotyphodium fungal endophytes (Clavicipitaceae) are grass symbionts known by their production of alkaloids, toxic for herbivores. Here, we hypothesized that endophytes confer associational protection to non-host plants and change emission of host volatile-compounds. In an outdoor mesocosm experiment, we examined aphid infestation on Trifolium repens plants, in response to Neotyphodium occultans presence in neighbouring Lolium multiflorum. Contrasting levels of Rhizobium were generated in T. repens plants considering that symbiosis with N-2-fixers would influence herbivore abundance. Aphid infestation increased responding to symbiotic status of T. repens plants, when surrounded by non-symbiotic L. multiflorum plants. Endophytes modified the volatile imprints of L. multiflorum plants measured by an electronic nose, suggesting a potential mechanism to benefit neighbours. This associational protection constitutes a new mutualism trait of grass-endophyte symbiosis, becoming a non-private benefit available to other community partners. (c) 2014 Elsevier Ltd and The British Mycological Society. All rights reserved.","Parisi, PAG; Grimoldi, AA; Omacini, M",NA,NA,NA,"Garcia Parisi, P. A.; Grimoldi, A. A.; Omacini, M.",NA,"Endophytic fungi of grasses protect other plants from aphid herbivory","FUNGAL ECOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"; Grimoldi, Agustin Alberto/B-5854-2015","Garcia-Parisi, Pablo Adrian/0000-0001-7725-9553; Grimoldi, Agustin Alberto/0000-0001-7075-1879; Omacini, Marina/0000-0003-1460-262X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1754-5048","1878-0083",NA,NA,NA,"JUN",2014,9,NA,NA,NA,NA,"61","64",NA,"10.1016/j.funeco.2014.01.004","http://dx.doi.org/10.1016/j.funeco.2014.01.004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000336951300008",NA,5217,NA
"483","Presence","Morphological and physiological responses to water deficit of two tall fescue (Festuca arundinacea) cultivars were compared in a glasshouse experiment and the effect, on those responses, of artificial infection of the tall fescue plants with two fungal endophyte (Neotyphodium coenophialum) strains was evaluated. The cultivars were Maris Kasba (MK), of Mediterranean origin, and El Palenque (EP), an Argentinian cultivar of temperate origin. The endophyte strains AgResearch isolate (AR501) and the Kentucky (KY31) wild type were compared with nil-endophyte controls. Leaf growth rare of EP plants under water deficit was higher and leaf senescence rate lower than for MK plants (P < 0.05). MK plants showed a greater increase in the proportion of dead leaf tissue than EP plants as water deficit increased (P < 0.05). Stomatal conductance and lamina osmotic adjustment at low soil moisture were lower for MK than EP (P < 0.05). Endophyte-infected plants had a lower dry weight and tiller number, but a higher net growth rate during water deficit treatments than endophyte-free plants (P < 0.05). A significant cultivar x endophyte interaction (P < 0.05) was observed for many variables studied. This implies that any new endophyte strain should be evaluated in combination with the plant genotypes with which it is likely to be associated in commercial practice. MK-KY31 and EP-AR501 associations appeared to tolerate short-term water deficit more effectively than other associations studied. There was evidence that the two endophyte strains studied had different physiological effects on their tall fescue host plants.","Assuero, SG; Matthew, C; Kemp, PD; Latch, GCM; Barker, DJ; Haslett, SJ",NA,NA,NA,"Assuero, SG; Matthew, C; Kemp, PD; Latch, GCM; Barker, DJ; Haslett, SJ",NA,"Morphological and physiological effects of water deficit and endophyte infection on contrasting tall fescue cultivars","NEW ZEALAND JOURNAL OF AGRICULTURAL RESEARCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barker, David/F-7492-2012; Kemp, Peter/B-4639-2011; Haslett, Stephen/AAX-2672-2021","Assuero, Silvia Graciela/0000-0001-7817-819X; Kemp, Peter/0000-0002-2239-2012; Haslett, Stephen/0000-0002-2775-5468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0028-8233",NA,NA,NA,NA,"MAR",2000,43,"1",NA,NA,NA,"49","61",NA,"10.1080/00288233.2000.9513408","http://dx.doi.org/10.1080/00288233.2000.9513408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000086638800007",NA,5286,NA
"484","Presence","Most plants obtain nitrogen through nitrogen-fixing bacteria and microbial decomposition of plant and animal material. Many vascular plants are able to form close symbiotic associations with endophytic fungi. Metarhizium is a common plant endophyte found in a large number of ecosystems. This abundant soil fungus is also a pathogen to a large number of insects, which are a source of nitrogen. It is possible that the endophytic capability and insect pathogenicity of Metarhizium are coupled to provide an active method of nitrogen transfer to plant hosts via fungal mycelia. We used soil microcosms to test the ability of M. robertsii to translocate insect-derived nitrogen to plants. Insects were injected with N-15-labeled nitrogen, and we tracked the incorporation of N-15 into amino acids in two plant species, haricot bean (Phaseolus vulgaris) and switchgrass (Panicum virgatum), in the presence of M. robertsii. These findings are evidence that active nitrogen acquisition by plants in this tripartite interaction may play a larger role in soil nitrogen cycling than previously thought.","Behie, SW; Zelisko, PM; Bidochka, MJ",NA,NA,NA,"Behie, S. W.; Zelisko, P. M.; Bidochka, M. J.",NA,"Endophytic Insect-Parasitic Fungi Translocate Nitrogen Directly from Insects to Plants","SCIENCE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zelisko, Paul/K-2101-2016","Zelisko, Paul/0000-0002-3770-2562; Bidochka, Michael/0000-0002-2544-9977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0036-8075","1095-9203",NA,NA,NA,"JUN 22",2012,336,"6088",NA,NA,NA,"1576","1577",NA,"10.1126/science.1222289","http://dx.doi.org/10.1126/science.1222289",NA,NA,NA,NA,NA,NA,22723421,NA,NA,NA,NA,"WOS:000305507500056",NA,5308,NA
